freq,items
0.4,14;10;19;10;?;?;?
0.4,75;212;28;19;98;?;?
0.44,75;28;8;?;?;?;?
0.55,10;67;67;?;?;?;?
0.45,14;28;212;?;?;?;?
0.4,14;29;10;19;?;?;?
0.51,20;28;28;67;?;?;?
0.53,20;14;63;?;?;?;?
0.49,75;19;67;?;?;?;?
0.48,28;10;67;10;98;?;?
0.59,28;67;10;98;?;?;?
0.46,29;8;168;?;?;?;?
0.46,20;75;28;67;67;98;?
0.42,20;29;19;10;?;?;?
0.41,75;212;19;10;?;?;?
0.46,75;28;19;67;98;?;?
0.4,12;28;67;19;98;?;?
0.43,12;212;10;?;?;?;?
0.42,29;25;19;?;?;?;?
0.43,28;28;28;19;?;?;?
0.42,20;75;212;28;19;?;?
0.43,212;28;19;?;?;?;?
0.41,20;75;212;19;10;?;?
0.41,75;10;19;67;98;?;?
0.41,20;75;63;8;?;?;?
0.51,14;28;98;?;?;?;?
0.4,20;8;8;?;?;?;?
0.47,28;19;10;19;?;?;?
0.46,14;29;10;?;?;?;?
0.49,29;10;67;10;?;?;?
0.41,14;29;28;98;?;?;?
0.43,29;63;10;?;?;?;?
0.51,75;212;17;?;?;?;?
0.44,14;75;28;19;67;?;?
0.41,14;212;67;98;?;?;?
0.46,75;28;28;98;?;?;?
0.54,29;19;10;67;98;?;?
0.41,20;28;10;10;67;?;?
0.45,14;75;67;67;98;?;?
0.41,12;28;10;19;98;?;?
0.46,20;212;8;?;?;?;?
0.48,20;75;28;67;98;?;?
0.46,20;75;28;10;67;98;?
0.5,19;28;98;?;?;?;?
0.5,14;28;10;67;98;?;?
0.48,28;17;8;?;?;?;?
0.45,88;212;10;?;?;?;?
0.41,20;28;10;19;67;?;?
0.52,20;19;67;98;?;?;?
0.48,29;25;63;8;?;?;?
0.47,20;29;28;28;?;?;?
0.7,20;28;28;?;?;?;?
0.42,88;212;28;10;?;?;?
0.44,12;28;28;67;98;?;?
0.46,88;212;8;?;?;?;?
0.47,28;28;19;19;?;?;?
0.44,12;212;28;28;?;?;?
0.49,20;28;19;19;?;?;?
0.4,63;10;67;?;?;?;?
0.41,75;25;8;?;?;?;?
0.49,12;28;10;?;?;?;?
0.41,14;63;28;?;?;?;?
0.42,88;212;98;?;?;?;?
0.4,75;212;28;10;67;?;?
0.44,14;67;10;67;98;?;?
0.47,20;75;10;10;98;?;?
0.43,75;10;10;67;?;?;?
0.42,88;29;25;63;?;?;?
0.42,20;75;212;19;67;?;?
0.49,20;67;10;98;?;?;?
0.42,14;75;19;10;67;?;?
0.42,20;212;10;98;?;?;?
0.41,12;212;25;17;?;?;?
0.48,88;29;63;?;?;?;?
0.51,20;75;19;?;?;?;?
0.5,20;28;19;10;?;?;?
0.43,14;29;98;?;?;?;?
0.59,28;19;10;67;?;?;?
0.46,14;28;67;19;?;?;?
0.45,88;28;67;67;?;?;?
0.43,29;19;10;19;98;?;?
0.43,20;75;88;212;?;?;?
0.47,19;10;19;98;?;?;?
0.49,88;28;19;?;?;?;?
0.4,75;28;67;10;67;?;?
0.41,14;212;67;67;?;?;?
0.45,20;67;10;67;98;?;?
0.44,88;29;28;?;?;?;?
0.44,29;63;17;?;?;?;?
0.43,10;19;10;67;?;?;?
0.63,28;28;98;?;?;?;?
0.43,88;10;19;98;?;?;?
0.45,20;29;10;?;?;?;?
0.48,19;28;67;?;?;?;?
0.41,20;75;212;10;10;?;?
0.47,12;19;98;?;?;?;?
0.48,75;28;98;?;?;?;?
0.45,20;75;212;19;?;?;?
0.43,20;10;67;10;98;?;?
0.42,14;75;67;10;98;?;?
0.42,20;29;28;10;?;?;?
0.44,20;75;19;10;67;98;?
0.44,12;67;10;98;?;?;?
0.51,14;10;10;?;?;?;?
0.43,20;75;212;25;17;?;?
0.43,88;67;10;98;?;?;?
0.4,29;25;67;?;?;?;?
0.44,14;10;19;67;98;?;?
0.49,14;67;10;?;?;?;?
0.47,12;19;67;?;?;?;?
0.41,12;212;10;67;?;?;?
0.47,212;25;63;?;?;?;?
0.42,20;29;10;67;98;?;?
0.41,67;28;67;?;?;?;?
0.45,20;28;28;28;?;?;?
0.52,12;212;25;?;?;?;?
0.52,29;28;67;67;98;?;?
0.45,28;8;168;?;?;?;?
0.45,20;10;19;67;98;?;?
0.48,29;28;67;19;?;?;?
0.43,14;28;28;28;?;?;?
0.48,29;28;19;19;?;?;?
0.48,10;28;98;?;?;?;?
0.54,14;29;25;63;?;?;?
0.61,14;75;63;?;?;?;?
0.5,75;28;19;?;?;?;?
0.46,20;75;212;8;?;?;?
0.52,20;19;19;?;?;?;?
0.53,29;67;19;?;?;?;?
0.45,14;75;67;67;?;?;?
0.42,20;14;8;?;?;?;?
0.47,20;75;212;25;63;?;?
0.41,75;10;67;67;98;?;?
0.44,28;25;28;?;?;?;?
0.58,29;19;19;?;?;?;?
0.46,20;10;67;67;?;?;?
0.63,28;25;17;?;?;?;?
0.4,20;28;10;10;67;98;?
0.41,20;29;67;67;98;?;?
0.45,88;28;19;67;?;?;?
0.5,28;28;67;10;98;?;?
0.41,75;28;67;19;98;?;?
0.43,88;28;28;67;98;?;?
0.47,29;19;28;?;?;?;?
0.54,29;28;19;67;?;?;?
0.43,75;212;25;17;?;?;?
0.4,88;212;28;10;67;?;?
0.43,14;212;10;67;?;?;?
0.44,12;212;8;?;?;?;?
0.41,14;88;212;25;?;?;?
0.41,20;10;19;10;?;?;?
0.43,12;28;19;19;?;?;?
0.41,12;88;212;63;?;?;?
0.4,29;28;19;28;?;?;?
0.42,75;212;19;67;?;?;?
0.44,28;19;19;67;?;?;?
0.47,29;8;8;?;?;?;?
0.4,20;28;51;?;?;?;?
0.43,20;212;67;?;?;?;?
0.59,29;67;98;?;?;?;?
0.41,19;28;19;98;?;?;?
0.62,20;29;25;?;?;?;?
0.49,14;29;25;17;?;?;?
0.41,20;75;212;28;67;98;?
0.63,28;19;98;?;?;?;?
0.53,14;212;25;?;?;?;?
0.43,14;75;212;8;?;?;?
0.58,28;28;10;98;?;?;?
0.41,20;75;28;25;63;?;?
0.49,28;28;28;67;?;?;?
0.46,28;10;28;67;?;?;?
0.41,14;212;10;67;98;?;?
0.46,75;10;19;?;?;?;?
0.42,75;212;67;98;?;?;?
0.57,29;10;10;98;?;?;?
0.41,12;17;8;?;?;?;?
0.46,12;28;67;67;?;?;?
0.5,14;19;19;98;?;?;?
0.45,12;67;10;?;?;?;?
0.65,29;28;28;?;?;?;?
0.4,29;19;19;67;98;?;?
0.51,20;19;19;98;?;?;?
0.41,14;75;28;28;19;?;?
0.49,14;10;19;?;?;?;?
0.45,20;10;67;10;?;?;?
0.41,212;28;98;?;?;?;?
0.51,28;212;28;?;?;?;?
0.41,75;212;67;67;?;?;?
0.44,88;28;19;67;98;?;?
0.45,88;28;28;98;?;?;?
0.48,75;28;25;?;?;?;?
0.45,12;28;67;67;98;?;?
0.42,20;88;17;?;?;?;?
0.48,88;28;67;?;?;?;?
0.43,12;63;8;?;?;?;?
0.64,28;19;67;?;?;?;?
0.45,12;19;10;98;?;?;?
0.41,20;75;212;19;19;?;?
0.43,88;212;67;?;?;?;?
0.42,20;75;212;67;98;?;?
0.41,28;67;28;67;?;?;?
0.47,28;10;67;19;98;?;?
0.4,14;75;212;28;67;?;?
0.49,75;28;10;?;?;?;?
0.47,10;19;10;98;?;?;?
0.41,28;29;98;?;?;?;?
0.43,20;29;98;?;?;?;?
0.41,88;212;28;67;98;?;?
0.4,28;67;10;19;?;?;?
0.59,29;28;67;?;?;?;?
0.54,29;10;19;98;?;?;?
0.44,20;75;19;10;67;?;?
0.48,20;28;19;19;98;?;?
0.47,20;75;28;19;67;?;?
0.47,75;28;19;67;?;?;?
0.48,75;67;67;?;?;?;?
0.42,14;75;28;28;67;98;?
0.41,67;28;67;98;?;?;?
0.53,12;212;63;?;?;?;?
0.44,29;25;51;?;?;?;?
0.42,14;29;67;67;?;?;?
0.46,20;75;28;28;98;?;?
0.41,20;75;212;67;67;98;?
0.41,20;212;10;10;98;?;?
0.41,14;212;10;98;?;?;?
0.42,20;75;212;10;67;98;?
0.44,14;28;10;10;98;?;?
0.51,29;67;19;98;?;?;?
0.51,28;10;19;67;98;?;?
0.43,29;25;63;28;?;?;?
0.43,14;75;67;10;?;?;?
0.49,14;28;19;19;?;?;?
0.5,12;88;63;?;?;?;?
0.4,12;88;212;25;?;?;?
0.45,14;75;19;10;?;?;?
0.42,14;75;28;67;10;?;?
0.41,12;67;10;67;?;?;?
0.48,28;28;10;19;?;?;?
0.44,8;8;168;?;?;?;?
0.58,14;29;28;?;?;?;?
0.41,20;212;28;67;98;?;?
0.48,12;28;67;?;?;?;?
0.59,19;10;67;98;?;?;?
0.52,14;19;67;?;?;?;?
0.42,20;212;98;?;?;?;?
0.47,88;19;67;?;?;?;?
0.41,28;19;67;10;?;?;?
0.45,12;28;28;67;?;?;?
0.48,14;75;212;17;?;?;?
0.5,20;75;29;25;?;?;?
0.5,14;28;19;98;?;?;?
0.45,14;10;67;67;?;?;?
0.41,212;28;67;98;?;?;?
0.45,88;212;19;?;?;?;?
0.42,20;14;212;25;?;?;?
0.43,28;10;19;10;98;?;?
0.42,14;10;67;19;98;?;?
0.54,20;75;212;25;?;?;?
0.47,28;29;8;?;?;?;?
0.41,19;67;67;98;?;?;?
0.41,88;10;19;67;?;?;?
0.43,29;67;19;67;98;?;?
0.41,20;75;212;67;67;?;?
0.43,20;75;212;10;67;?;?
0.43,75;212;67;?;?;?;?
0.46,14;29;28;28;?;?;?
0.43,20;212;28;67;?;?;?
0.45,28;28;25;?;?;?;?
0.46,12;19;67;98;?;?;?
0.41,75;212;28;98;?;?;?
0.42,12;28;25;17;?;?;?
0.42,14;75;10;19;98;?;?
0.63,10;67;98;?;?;?;?
0.45,12;10;19;?;?;?;?
0.51,28;28;28;98;?;?;?
0.4,25;17;28;?;?;?;?
0.42,12;28;10;19;?;?;?
0.41,20;212;10;10;?;?;?
0.43,20;212;10;67;?;?;?
0.54,20;29;25;63;?;?;?
0.46,14;75;29;25;?;?;?
0.61,20;75;17;?;?;?;?
0.48,20;10;19;98;?;?;?
0.43,14;88;63;?;?;?;?
0.47,20;14;25;63;?;?;?
0.67,14;75;212;?;?;?;?
0.48,14;28;19;10;98;?;?
0.45,14;28;25;17;?;?;?
0.54,29;67;10;98;?;?;?
0.49,20;28;28;19;?;?;?
0.51,29;10;10;67;98;?;?
0.43,14;75;28;10;67;98;?
0.49,28;28;19;10;98;?;?
0.64,28;10;67;?;?;?;?
0.44,14;212;10;?;?;?;?
0.41,14;75;212;10;67;?;?
0.46,20;75;28;28;67;?;?
0.47,20;75;19;67;98;?;?
0.47,19;28;67;98;?;?;?
0.45,75;212;19;?;?;?;?
0.47,12;28;10;67;?;?;?
0.4,29;63;10;67;?;?;?
0.43,14;75;28;19;67;98;?
0.59,67;10;98;?;?;?;?
0.46,12;28;10;98;?;?;?
0.4,20;10;28;98;?;?;?
0.48,20;75;10;10;?;?;?
0.52,14;28;67;?;?;?;?
0.54,28;67;10;67;98;?;?
0.49,28;10;67;19;?;?;?
0.42,12;67;19;?;?;?;?
0.42,12;28;19;19;98;?;?
0.41,20;75;10;67;67;98;?
0.65,20;75;25;?;?;?;?
0.46,20;28;67;19;?;?;?
0.43,14;29;67;98;?;?;?
0.46,14;75;28;67;?;?;?
0.45,20;75;28;28;67;98;?
0.4,88;67;10;67;98;?;?
0.77,29;25;63;?;?;?;?
0.48,75;10;10;?;?;?;?
0.42,20;14;75;212;28;?;?
0.41,20;212;28;98;?;?;?
0.44,14;28;67;19;98;?;?
0.57,14;28;63;?;?;?;?
0.45,75;19;10;67;?;?;?
0.41,29;19;19;67;?;?;?
0.48,75;19;19;?;?;?;?
0.4,20;75;212;19;19;98;?
0.43,29;25;63;17;?;?;?
0.41,14;212;19;19;?;?;?
0.56,29;10;19;?;?;?;?
0.46,75;212;28;28;?;?;?
0.51,29;67;10;67;?;?;?
0.45,29;63;51;?;?;?;?
0.41,12;212;67;?;?;?;?
0.44,12;28;19;10;?;?;?
0.47,12;10;67;98;?;?;?
0.65,20;75;63;?;?;?;?
0.43,88;212;25;17;?;?;?
0.47,88;29;25;?;?;?;?
0.43,12;25;8;?;?;?;?
0.42,88;63;8;?;?;?;?
0.59,29;10;67;98;?;?;?
0.43,12;28;19;10;98;?;?
0.43,14;75;28;25;?;?;?
0.42,20;75;67;19;98;?;?
0.55,28;28;8;?;?;?;?
0.43,88;212;28;67;?;?;?
0.47,20;212;25;63;?;?;?
0.4,88;28;19;10;67;?;?
0.45,88;19;10;98;?;?;?
0.41,14;29;19;19;98;?;?
0.47,14;75;10;67;?;?;?
0.46,12;10;10;98;?;?;?
0.41,88;212;19;19;?;?;?
0.41,12;212;28;67;?;?;?
0.42,29;67;28;?;?;?;?
0.52,20;67;67;?;?;?;?
0.6,19;10;67;?;?;?;?
0.4,12;212;19;67;?;?;?
0.47,20;75;28;19;98;?;?
0.44,12;88;29;?;?;?;?
0.42,88;10;10;67;?;?;?
0.41,75;28;10;19;98;?;?
0.45,20;75;212;10;?;?;?
0.6,20;75;28;28;?;?;?
0.52,20;28;19;67;?;?;?
0.5,14;212;17;?;?;?;?
0.4,20;10;28;67;?;?;?
0.5,10;67;19;98;?;?;?
0.46,75;28;67;67;?;?;?
0.4,20;212;19;19;98;?;?
0.43,20;75;28;28;19;?;?
0.41,19;67;67;?;?;?;?
0.46,20;75;28;19;67;98;?
0.41,75;212;10;10;98;?;?
0.42,20;75;212;19;98;?;?
0.49,29;28;67;10;98;?;?
0.46,14;28;19;10;67;98;?
0.41,20;75;10;67;67;?;?
0.46,14;28;19;10;67;?;?
0.41,212;10;10;?;?;?;?
0.43,12;29;25;17;?;?;?
0.45,20;14;29;25;?;?;?
0.47,12;67;67;?;?;?;?
0.56,28;28;10;67;98;?;?
0.62,28;19;67;98;?;?;?
0.49,19;10;19;?;?;?;?
0.41,88;212;67;67;98;?;?
0.44,28;10;28;67;98;?;?
0.42,14;29;8;?;?;?;?
0.46,20;28;25;17;?;?;?
0.52,28;10;10;67;98;?;?
0.4,28;29;19;67;?;?;?
0.51,20;75;10;?;?;?;?
0.44,14;29;10;67;?;?;?
0.41,20;75;67;10;67;98;?
0.45,75;67;10;98;?;?;?
0.43,29;10;19;10;98;?;?
0.43,12;212;19;?;?;?;?
0.41,20;212;19;10;?;?;?
0.42,28;88;212;?;?;?;?
0.5,12;28;17;?;?;?;?
0.43,28;19;67;19;?;?;?
0.53,20;14;75;28;?;?;?
0.51,14;19;67;98;?;?;?
0.45,75;212;10;?;?;?;?
0.4,14;75;212;28;19;?;?
0.46,20;28;212;?;?;?;?
0.67,14;28;28;?;?;?;?
0.42,20;29;10;98;?;?;?
0.62,28;10;98;?;?;?;?
0.47,14;75;8;?;?;?;?
0.43,20;75;28;19;10;98;?
0.49,29;10;67;67;98;?;?
0.43,29;67;19;67;?;?;?
0.4,20;75;10;67;19;?;?
0.42,14;75;28;19;10;?;?
0.48,88;28;63;?;?;?;?
0.54,75;212;25;?;?;?;?
0.42,20;75;10;19;67;?;?
0.56,14;75;28;28;?;?;?
0.52,20;28;67;98;?;?;?
0.5,29;67;10;67;98;?;?
0.46,20;28;29;?;?;?;?
0.48,29;28;10;19;?;?;?
0.4,20;88;212;17;?;?;?
0.48,20;75;67;67;?;?;?
0.4,67;10;19;?;?;?;?
0.59,20;14;28;?;?;?;?
0.42,20;88;28;28;?;?;?
0.48,28;28;67;19;98;?;?
0.41,25;19;67;?;?;?;?
0.51,14;67;67;?;?;?;?
0.57,20;75;25;63;?;?;?
0.41,28;212;25;63;?;?;?
0.49,75;10;67;?;?;?;?
0.46,28;212;25;?;?;?;?
0.47,28;67;19;67;98;?;?
0.56,67;10;67;?;?;?;?
0.43,75;28;19;19;?;?;?
0.43,20;75;29;25;63;?;?
0.42,14;212;28;67;?;?;?
0.4,28;25;17;8;?;?;?
0.4,25;10;98;?;?;?;?
0.43,88;28;67;10;?;?;?
0.43,20;75;88;?;?;?;?
0.54,88;212;25;?;?;?;?
0.42,14;29;10;10;?;?;?
0.57,10;10;67;?;?;?;?
0.45,29;28;67;10;67;98;?
0.45,28;67;28;?;?;?;?
0.49,75;28;67;?;?;?;?
0.42,20;212;10;67;98;?;?
0.46,88;28;67;98;?;?;?
0.63,28;29;63;?;?;?;?
0.47,12;67;98;?;?;?;?
0.55,67;10;67;98;?;?;?
0.47,20;67;19;?;?;?;?
0.51,29;28;28;67;98;?;?
0.48,14;75;25;17;?;?;?
0.47,75;212;25;63;?;?;?
0.47,12;10;10;?;?;?;?
0.56,29;19;19;98;?;?;?
0.42,14;88;212;63;?;?;?
0.51,20;88;28;?;?;?;?
0.5,14;28;10;98;?;?;?
0.6,29;19;67;?;?;?;?
0.46,88;67;67;?;?;?;?
0.41,12;28;28;19;98;?;?
0.44,14;10;67;67;98;?;?
0.43,20;212;28;19;?;?;?
0.46,14;212;25;63;?;?;?
0.52,12;88;212;?;?;?;?
0.5,28;10;67;67;98;?;?
0.43,29;19;28;67;?;?;?
0.5,14;28;19;67;98;?;?
0.61,88;28;28;?;?;?;?
0.52,20;28;98;?;?;?;?
0.43,75;28;67;10;98;?;?
0.4,29;28;25;?;?;?;?
0.41,14;10;28;?;?;?;?
0.46,12;19;19;98;?;?;?
0.51,14;19;10;?;?;?;?
0.46,20;28;28;10;?;?;?
0.45,75;28;28;67;98;?;?
0.41,20;75;25;8;?;?;?
0.44,19;67;19;?;?;?;?
0.46,29;28;67;10;67;?;?
0.46,28;19;28;67;?;?;?
0.42,14;75;212;19;?;?;?
0.54,75;212;63;?;?;?;?
0.42,20;75;28;28;19;98;?
0.52,20;19;98;?;?;?;?
0.69,29;25;17;?;?;?;?
0.43,28;28;17;?;?;?;?
0.4,20;212;28;19;98;?;?
0.41,20;75;212;19;67;98;?
0.46,20;75;28;67;67;?;?
0.53,12;28;25;?;?;?;?
0.43,14;28;28;10;67;98;?
0.47,75;28;19;98;?;?;?
0.55,29;28;10;98;?;?;?
0.43,14;28;28;10;67;?;?
0.43,14;75;28;63;?;?;?
0.6,28;10;10;?;?;?;?
0.55,14;75;212;28;?;?;?
0.42,14;212;28;19;?;?;?
0.44,14;75;212;25;63;?;?
0.55,29;25;8;?;?;?;?
0.43,20;75;28;67;10;98;?
0.52,29;10;10;67;?;?;?
0.42,88;28;28;19;?;?;?
0.49,29;28;19;10;98;?;?
0.56,20;88;212;?;?;?;?
0.4,212;28;19;98;?;?;?
0.47,28;28;10;19;98;?;?
0.44,25;63;17;?;?;?;?
0.4,14;75;10;10;67;98;?
0.64,28;28;67;?;?;?;?
0.5,20;14;28;28;?;?;?
0.4,20;14;19;?;?;?;?
0.41,88;212;10;10;98;?;?
0.4,25;67;98;?;?;?;?
0.5,20;28;67;67;98;?;?
0.42,20;14;212;63;?;?;?
0.52,20;67;67;98;?;?;?
0.51,14;28;10;67;?;?;?
0.53,14;28;10;?;?;?;?
0.4,14;28;19;28;?;?;?
0.48,88;10;67;?;?;?;?
0.41,29;28;51;?;?;?;?
0.5,14;28;28;67;98;?;?
0.53,14;75;25;63;?;?;?
0.48,20;19;10;67;98;?;?
0.44,14;63;8;?;?;?;?
0.45,14;28;10;10;?;?;?
0.42,14;19;28;?;?;?;?
0.41,20;75;28;19;10;67;?
0.62,28;19;10;?;?;?;?
0.47,28;212;63;?;?;?;?
0.57,12;25;63;?;?;?;?
0.49,10;19;10;?;?;?;?
0.47,75;67;67;98;?;?;?
0.61,14;75;25;?;?;?;?
0.44,14;28;67;10;67;?;?
0.44,14;10;67;10;?;?;?
0.42,14;29;19;67;98;?;?
0.48,20;75;10;98;?;?;?
0.6,28;28;19;98;?;?;?
0.51,14;10;98;?;?;?;?
0.55,28;28;19;67;98;?;?
0.45,28;28;67;10;67;98;?
0.47,28;28;19;10;67;?;?
0.43,75;212;28;19;?;?;?
0.41,212;10;10;98;?;?;?
0.63,28;67;67;?;?;?;?
0.41,20;29;10;10;98;?;?
0.4,14;29;28;10;98;?;?
0.42,20;212;67;98;?;?;?
0.42,75;10;10;67;98;?;?
0.44,75;10;19;98;?;?;?
0.45,20;29;19;?;?;?;?
0.51,29;10;19;67;?;?;?
0.44,14;75;29;28;?;?;?
0.61,28;28;10;?;?;?;?
0.42,88;212;10;67;98;?;?
0.42,28;10;67;10;67;98;?
0.52,20;67;98;?;?;?;?
0.62,28;10;67;98;?;?;?
0.47,20;10;10;67;98;?;?
0.41,20;29;28;98;?;?;?
0.47,75;19;67;98;?;?;?
0.55,67;19;98;?;?;?;?
0.51,20;28;19;67;98;?;?
0.44,28;212;17;?;?;?;?
0.46,28;28;19;10;67;98;?
0.4,14;28;10;10;67;?;?
0.55,29;28;19;98;?;?;?
0.57,28;28;10;67;?;?;?
0.5,14;10;10;98;?;?;?
0.41,14;29;19;10;98;?;?
0.48,75;67;98;?;?;?;?
0.41,75;212;28;67;98;?;?
0.43,28;10;67;10;67;?;?
0.46,29;28;10;19;98;?;?
0.6,75;28;28;?;?;?;?
0.5,75;29;63;?;?;?;?
0.46,88;19;19;?;?;?;?
0.43,20;75;28;19;19;?;?
0.41,14;212;28;10;?;?;?
0.43,75;28;19;10;98;?;?
0.47,20;75;28;10;67;?;?
0.45,14;212;8;?;?;?;?
0.44,28;67;28;98;?;?;?
0.42,20;212;19;67;?;?;?
0.45,20;212;19;?;?;?;?
0.59,20;29;28;?;?;?;?
0.51,14;28;28;67;?;?;?
0.4,14;75;88;?;?;?;?
0.41,14;12;212;?;?;?;?
0.43,20;212;25;17;?;?;?
0.51,20;28;25;63;?;?;?
0.43,10;67;19;67;?;?;?
0.5,28;10;67;67;?;?;?
0.58,20;28;25;?;?;?;?
0.43,20;25;28;?;?;?;?
0.48,75;10;98;?;?;?;?
0.47,75;19;19;98;?;?;?
0.41,88;212;67;67;?;?;?
0.59,14;212;28;?;?;?;?
0.42,20;14;29;28;?;?;?
0.62,14;29;63;?;?;?;?
0.42,88;25;8;?;?;?;?
0.48,67;19;67;?;?;?;?
0.53,14;88;212;?;?;?;?
0.48,14;88;28;?;?;?;?
0.41,12;88;28;63;?;?;?
0.46,20;88;63;?;?;?;?
0.46,20;67;10;67;?;?;?
0.45,14;75;28;10;67;?;?
0.43,12;10;19;98;?;?;?
0.42,88;212;10;98;?;?;?
0.59,88;212;28;?;?;?;?
0.4,25;8;8;?;?;?;?
0.44,14;29;67;?;?;?;?
0.45,14;28;10;19;98;?;?
