freq,items
0.4,20;15;29;2;2;50;?;?;?
0.5,41;50;22;?;?;?;?;?;?
0.41,41;29;23;22;108;?;?;?;?
0.49,15;29;2;50;60;22;108;?;?
0.5,20;77;29;2;50;23;22;?;?
0.48,20;77;60;23;22;?;?;?;?
0.43,41;29;50;22;108;?;?;?;?
0.82,29;50;60;?;?;?;?;?;?
0.66,15;77;50;?;?;?;?;?;?
0.5,20;15;50;60;22;?;?;?;?
0.47,20;15;29;2;2;60;21;?;?
0.4,15;77;2;50;60;23;22;108;?
0.46,15;29;2;50;60;23;22;?;?
0.43,20;15;41;23;108;?;?;?;?
0.44,77;29;2;50;60;23;108;?;?
0.47,20;15;2;2;23;22;108;?;?
0.5,41;2;2;60;?;?;?;?;?
0.5,20;15;29;60;22;?;?;?;?
0.42,15;77;29;50;60;23;22;?;?
0.41,41;29;60;21;108;?;?;?;?
0.42,20;41;2;21;22;?;?;?;?
0.44,20;41;2;22;?;?;?;?;?
0.54,20;15;2;2;23;108;?;?;?
0.55,20;2;50;60;22;108;?;?;?
0.47,20;15;77;2;21;22;108;?;?
0.68,2;50;60;23;?;?;?;?;?
0.41,15;29;1;?;?;?;?;?;?
0.49,20;15;77;29;2;2;21;22;?
0.51,20;29;2;50;60;22;108;?;?
0.42,41;2;2;23;22;108;?;?;?
0.54,20;77;29;50;108;?;?;?;?
0.49,20;15;77;50;60;21;?;?;?
0.44,15;41;2;50;21;?;?;?;?
0.4,20;77;29;2;50;23;21;?;?
0.41,20;15;77;41;2;50;60;?;?
0.78,29;21;22;?;?;?;?;?;?
0.42,15;23;21;108;?;?;?;?;?
0.42,77;41;2;2;21;?;?;?;?
0.44,41;29;2;50;21;22;?;?;?
0.42,15;41;60;22;?;?;?;?;?
0.5,29;2;2;8;?;?;?;?;?
0.41,20;41;29;2;2;22;?;?;?
0.53,20;29;2;23;22;108;?;?;?
0.7,20;2;21;?;?;?;?;?;?
0.48,41;29;50;60;?;?;?;?;?
0.67,2;60;22;108;?;?;?;?;?
0.47,20;15;2;60;23;?;?;?;?
0.56,20;15;29;22;?;?;?;?;?
0.53,20;15;77;2;50;23;108;?;?
0.52,20;77;2;60;22;?;?;?;?
0.43,20;41;2;50;21;108;?;?;?
0.58,29;50;60;21;22;108;?;?;?
0.44,20;15;41;21;?;?;?;?;?
0.49,20;2;2;60;21;22;108;?;?
0.64,29;2;2;23;22;108;?;?;?
0.41,20;29;2;1;?;?;?;?;?
0.4,77;29;60;23;22;108;?;?;?
0.45,2;2;50;60;21;?;?;?;?
0.44,15;29;2;2;60;21;22;108;?
0.47,20;77;2;50;60;21;22;?;?
0.51,15;2;50;60;23;108;?;?;?
0.47,20;15;29;2;2;60;22;?;?
0.58,20;15;22;?;?;?;?;?;?
0.43,15;41;29;21;?;?;?;?;?
0.44,20;29;2;60;23;22;108;?;?
0.46,20;15;50;60;22;108;?;?;?
0.45,20;15;29;60;21;22;?;?;?
0.46,20;29;2;50;23;21;?;?;?
0.47,20;50;60;23;22;108;?;?;?
0.46,15;2;50;60;21;22;108;?;?
0.71,29;50;60;22;?;?;?;?;?
0.58,29;2;23;21;?;?;?;?;?
0.48,15;77;29;2;2;60;22;?;?
0.6,15;29;50;108;?;?;?;?;?
0.47,20;29;50;23;21;?;?;?;?
0.55,20;29;2;2;60;21;?;?;?
0.45,20;41;29;2;2;?;?;?;?
0.43,41;29;2;23;22;?;?;?;?
0.46,15;29;50;2;?;?;?;?;?
0.51,20;77;29;50;23;22;?;?;?
0.5,20;15;77;29;50;21;22;?;?
0.48,77;2;50;60;23;108;?;?;?
0.55,15;77;29;23;108;?;?;?;?
0.5,15;77;50;21;22;108;?;?;?
0.52,15;77;29;23;22;?;?;?;?
0.49,20;15;77;2;2;60;21;?;?
0.4,77;41;29;50;21;?;?;?;?
0.57,29;2;50;23;21;?;?;?;?
0.58,20;77;2;50;22;?;?;?;?
0.42,15;41;29;2;21;?;?;?;?
0.61,20;29;23;22;?;?;?;?;?
0.4,15;77;41;2;2;108;?;?;?
0.4,15;77;2;2;50;60;?;?;?
0.43,77;2;2;60;21;22;108;?;?
0.44,20;15;77;29;2;50;23;22;108
0.41,20;41;29;50;108;?;?;?;?
0.52,41;2;21;?;?;?;?;?;?
0.58,20;15;29;60;?;?;?;?;?
0.6,77;60;108;?;?;?;?;?;?
0.51,50;23;21;108;?;?;?;?;?
0.47,20;15;77;2;23;22;108;?;?
0.45,20;15;77;29;60;22;108;?;?
0.5,20;77;2;23;22;108;?;?;?
0.43,20;2;2;8;?;?;?;?;?
0.43,41;29;50;23;22;?;?;?;?
0.55,77;29;2;2;60;?;?;?;?
0.57,15;29;50;21;22;?;?;?;?
0.49,41;29;21;?;?;?;?;?;?
0.41,20;15;60;23;22;108;?;?;?
0.5,20;15;2;50;60;22;?;?;?
0.54,20;29;50;60;23;?;?;?;?
0.52,20;15;2;50;21;22;?;?;?
0.55,20;15;77;2;22;?;?;?;?
0.44,77;2;2;50;?;?;?;?;?
0.56,20;2;50;23;22;108;?;?;?
0.42,2;2;50;23;22;108;?;?;?
0.41,20;15;2;2;60;21;22;108;?
0.54,20;77;29;2;108;?;?;?;?
0.41,15;41;2;2;60;108;?;?;?
0.42,20;41;29;21;108;?;?;?;?
0.42,29;2;50;23;21;22;108;?;?
0.47,60;23;21;?;?;?;?;?;?
0.61,15;2;2;21;108;?;?;?;?
0.54,15;77;2;2;21;22;?;?;?
0.51,2;2;23;21;108;?;?;?;?
0.57,20;2;50;60;23;?;?;?;?
0.61,15;77;21;108;?;?;?;?;?
0.45,41;29;21;22;?;?;?;?;?
0.41,20;15;41;2;2;60;?;?;?
0.72,29;2;22;108;?;?;?;?;?
0.42,77;41;60;108;?;?;?;?;?
0.61,29;2;2;60;21;22;?;?;?
0.6,77;50;60;?;?;?;?;?;?
0.8,2;2;108;?;?;?;?;?;?
0.5,2;2;50;22;?;?;?;?;?
0.44,41;2;21;22;108;?;?;?;?
0.7,2;50;21;22;108;?;?;?;?
0.52,20;77;50;60;22;?;?;?;?
0.62,15;50;22;?;?;?;?;?;?
0.53,15;77;29;2;50;21;108;?;?
0.65,20;29;50;21;?;?;?;?;?
0.52,77;2;60;21;?;?;?;?;?
0.59,20;15;77;21;?;?;?;?;?
0.41,20;77;41;50;22;?;?;?;?
0.46,41;29;60;108;?;?;?;?;?
0.4,15;2;2;50;23;108;?;?;?
0.4,15;41;29;60;108;?;?;?;?
0.45,20;77;41;2;50;?;?;?;?
0.42,15;29;50;60;23;22;108;?;?
0.54,20;15;77;29;50;60;?;?;?
0.47,41;23;22;108;?;?;?;?;?
0.47,15;41;29;?;?;?;?;?;?
0.76,29;2;50;108;?;?;?;?;?
0.47,15;77;29;60;23;108;?;?;?
0.4,15;41;29;2;50;108;?;?;?
0.41,15;41;29;2;2;21;?;?;?
0.42,20;41;29;50;21;?;?;?;?
0.44,20;2;2;50;60;?;?;?;?
0.45,41;29;50;60;108;?;?;?;?
0.55,15;77;2;60;108;?;?;?;?
0.41,20;15;29;2;2;60;23;22;?
0.49,20;15;29;2;2;23;22;?;?
0.5,20;15;77;29;22;108;?;?;?
0.66,20;2;50;108;?;?;?;?;?
0.53,15;77;29;2;23;108;?;?;?
0.49,20;77;41;?;?;?;?;?;?
0.49,77;2;50;23;22;108;?;?;?
0.57,20;77;2;23;108;?;?;?;?
0.41,77;2;2;60;23;22;108;?;?
0.58,20;50;21;22;108;?;?;?;?
0.41,77;2;50;60;23;22;108;?;?
0.44,20;15;29;2;2;60;22;108;?
0.58,15;2;50;23;22;?;?;?;?
0.48,77;29;2;2;60;21;?;?;?
0.41,20;15;41;2;2;21;?;?;?
0.49,77;29;2;2;22;108;?;?;?
0.52,2;2;50;23;?;?;?;?;?
0.64,20;50;60;108;?;?;?;?;?
0.55,20;29;2;50;60;21;?;?;?
0.53,20;77;23;22;108;?;?;?;?
0.62,20;23;22;108;?;?;?;?;?
0.57,20;77;2;50;23;108;?;?;?
0.41,20;41;29;50;21;108;?;?;?
0.72,21;22;108;?;?;?;?;?;?
0.8,29;50;22;?;?;?;?;?;?
0.44,20;77;29;2;2;60;23;108;?
0.41,20;41;29;50;22;?;?;?;?
0.43,15;41;2;108;?;?;?;?;?
0.56,15;77;29;22;?;?;?;?;?
0.56,20;77;29;2;60;?;?;?;?
0.51,15;2;2;60;22;108;?;?;?
0.42,77;29;23;21;?;?;?;?;?
0.4,15;77;41;50;108;?;?;?;?
0.47,15;50;23;21;?;?;?;?;?
0.4,15;77;41;2;2;22;?;?;?
0.45,20;15;29;2;50;60;21;108;?
0.46,20;29;2;2;60;21;22;108;?
0.56,15;29;2;2;21;22;?;?;?
0.43,29;50;23;21;22;108;?;?;?
0.66,20;50;21;108;?;?;?;?;?
0.62,20;2;2;23;22;?;?;?;?
0.65,29;2;50;23;22;108;?;?;?
0.67,29;50;23;22;108;?;?;?;?
0.41,15;77;41;23;22;?;?;?;?
0.57,20;50;23;22;108;?;?;?;?
0.59,29;50;23;21;?;?;?;?;?
0.66,20;2;108;?;?;?;?;?;?
0.48,20;15;29;50;60;21;?;?;?
0.4,20;23;21;22;108;?;?;?;?
0.44,20;15;41;60;?;?;?;?;?
0.41,15;41;29;2;2;23;?;?;?
0.45,41;29;2;2;21;108;?;?;?
0.7,60;21;108;?;?;?;?;?;?
0.47,15;77;50;60;21;22;?;?;?
0.45,20;15;2;50;60;21;22;?;?
0.45,20;15;50;60;21;22;?;?;?
0.42,20;41;29;2;50;23;?;?;?
0.46,20;15;77;29;60;21;108;?;?
0.46,41;29;2;50;21;108;?;?;?
0.45,20;77;41;60;?;?;?;?;?
0.4,20;77;2;2;50;60;?;?;?
0.46,15;41;108;?;?;?;?;?;?
0.47,20;15;77;29;60;23;?;?;?
0.5,20;77;50;21;22;108;?;?;?
0.4,41;29;60;23;108;?;?;?;?
0.59,15;2;2;21;22;?;?;?;?
0.62,15;2;50;22;?;?;?;?;?
0.54,20;15;29;2;2;21;?;?;?
0.41,15;41;29;2;2;60;?;?;?
0.48,20;15;29;60;23;?;?;?;?
0.43,15;77;41;23;108;?;?;?;?
0.72,20;23;108;?;?;?;?;?;?
0.53,20;15;77;23;22;?;?;?;?
0.46,20;15;29;2;23;22;108;?;?
0.55,20;15;50;108;?;?;?;?;?
0.48,20;77;50;60;22;108;?;?;?
0.42,20;41;50;21;22;?;?;?;?
0.56,20;15;77;2;50;21;?;?;?
0.46,20;15;2;60;22;108;?;?;?
0.41,20;15;77;50;23;21;?;?;?
0.43,77;50;23;21;?;?;?;?;?
0.55,20;2;60;23;108;?;?;?;?
0.43,20;50;8;?;?;?;?;?;?
0.64,20;29;2;2;23;?;?;?;?
0.51,2;2;1;?;?;?;?;?;?
0.43,15;41;29;23;?;?;?;?;?
0.41,20;15;77;2;2;23;21;?;?
0.51,77;29;2;50;21;22;?;?;?
0.4,77;29;2;50;60;21;22;108;?
0.46,15;77;41;2;?;?;?;?;?
0.52,20;15;29;2;2;23;108;?;?
0.41,15;29;8;?;?;?;?;?;?
0.46,15;77;29;50;23;22;108;?;?
0.53,15;77;2;2;22;108;?;?;?
0.54,20;15;77;29;21;108;?;?;?
0.53,2;50;8;?;?;?;?;?;?
0.4,41;29;2;60;23;?;?;?;?
0.54,20;15;29;2;50;60;?;?;?
0.51,15;29;2;50;23;22;108;?;?
0.48,15;50;60;23;22;?;?;?;?
0.64,15;2;2;60;?;?;?;?;?
0.42,41;60;23;22;?;?;?;?;?
0.42,15;77;41;50;23;?;?;?;?
0.47,20;77;50;60;21;22;?;?;?
0.55,20;15;29;2;60;?;?;?;?
0.67,29;50;60;21;108;?;?;?;?
0.42,20;77;41;2;50;60;?;?;?
0.48,15;77;29;23;22;108;?;?;?
0.51,20;15;2;50;22;108;?;?;?
0.41,20;77;2;2;60;23;22;108;?
0.5,15;29;2;2;60;21;108;?;?
0.57,15;29;60;22;?;?;?;?;?
0.48,15;60;21;22;108;?;?;?;?
0.52,20;15;77;2;21;22;?;?;?
0.5,20;15;77;2;2;22;108;?;?
0.4,20;77;41;2;50;108;?;?;?
0.55,20;15;29;2;50;23;?;?;?
0.62,20;15;77;50;?;?;?;?;?
0.47,77;29;2;60;23;?;?;?;?
0.46,20;15;29;2;60;21;108;?;?
0.56,15;50;60;22;?;?;?;?;?
0.48,77;60;23;22;?;?;?;?;?
0.45,77;41;2;2;?;?;?;?;?
0.41,20;15;77;29;23;21;?;?;?
0.44,15;41;2;21;?;?;?;?;?
0.48,29;2;2;50;60;?;?;?;?
0.45,15;41;23;108;?;?;?;?;?
0.54,15;77;2;23;22;?;?;?;?
0.54,20;15;23;22;?;?;?;?;?
0.44,20;15;77;60;23;22;?;?;?
0.5,15;77;29;2;2;21;22;?;?
0.47,20;77;29;2;50;21;22;108;?
0.46,20;15;77;50;60;23;?;?;?
0.48,15;77;50;60;22;108;?;?;?
0.44,77;41;29;?;?;?;?;?;?
0.5,20;15;29;2;2;21;22;?;?
0.56,15;2;50;60;22;?;?;?;?
0.44,15;77;50;60;23;22;?;?;?
0.68,29;2;2;60;21;?;?;?;?
0.51,20;15;29;22;108;?;?;?;?
0.44,50;23;21;22;108;?;?;?;?
0.68,50;60;21;108;?;?;?;?;?
0.47,20;77;29;2;21;22;108;?;?
0.48,20;15;29;2;50;60;21;?;?
0.47,15;77;2;2;60;22;108;?;?
0.54,77;29;50;108;?;?;?;?;?
0.43,41;50;60;23;?;?;?;?;?
0.4,20;77;41;2;2;21;108;?;?
0.55,15;23;22;108;?;?;?;?;?
0.43,15;41;2;22;?;?;?;?;?
0.43,41;29;2;50;22;108;?;?;?
0.62,20;15;77;29;?;?;?;?;?
0.4,15;77;41;2;108;?;?;?;?
0.57,20;77;2;2;21;108;?;?;?
0.4,20;41;29;2;2;23;108;?;?
0.6,20;2;60;22;?;?;?;?;?
0.73,29;2;2;60;108;?;?;?;?
0.69,20;77;2;?;?;?;?;?;?
0.4,20;29;2;2;1;?;?;?;?
0.45,41;60;21;22;?;?;?;?;?
0.41,20;41;29;2;23;108;?;?;?
0.6,15;77;2;50;23;?;?;?;?
0.41,20;41;29;50;23;108;?;?;?
0.53,77;29;2;2;108;?;?;?;?
0.51,77;29;2;23;22;?;?;?;?
0.49,20;41;50;?;?;?;?;?;?
0.62,15;50;108;?;?;?;?;?;?
0.46,41;29;50;23;108;?;?;?;?
0.57,77;2;50;108;?;?;?;?;?
0.56,20;29;2;60;21;?;?;?;?
0.46,20;15;29;60;22;108;?;?;?
0.54,15;29;2;50;60;22;?;?;?
0.41,15;77;41;21;22;?;?;?;?
0.46,77;29;2;60;21;108;?;?;?
0.67,77;2;50;?;?;?;?;?;?
0.52,41;29;2;50;?;?;?;?;?
0.47,41;29;50;22;?;?;?;?;?
0.48,41;50;60;108;?;?;?;?;?
0.48,15;2;60;23;22;?;?;?;?
0.45,20;15;29;2;50;23;22;108;?
0.45,2;2;50;60;22;?;?;?;?
0.41,20;15;77;41;2;23;?;?;?
0.49,41;60;22;?;?;?;?;?;?
0.46,15;41;22;?;?;?;?;?;?
0.5,20;77;29;2;50;22;108;?;?
0.51,2;23;21;108;?;?;?;?;?
0.4,77;41;50;108;?;?;?;?;?
0.47,77;29;50;23;22;108;?;?;?
0.46,77;29;2;23;22;108;?;?;?
0.43,20;15;29;2;50;60;21;22;?
0.43,20;15;2;2;60;23;22;?;?
0.56,20;15;29;50;23;?;?;?;?
0.54,15;2;2;21;22;108;?;?;?
0.59,15;29;2;50;21;108;?;?;?
0.42,20;15;77;2;2;60;23;22;?
0.57,77;50;21;108;?;?;?;?;?
0.55,77;2;50;21;22;?;?;?;?
0.62,15;29;108;?;?;?;?;?;?
0.61,20;2;2;22;108;?;?;?;?
0.53,15;29;50;21;22;108;?;?;?
0.4,20;77;41;2;21;108;?;?;?
0.68,29;50;21;22;108;?;?;?;?
0.51,20;29;50;60;21;22;?;?;?
0.4,15;77;41;2;50;23;108;?;?
0.51,20;77;29;2;2;60;108;?;?
0.48,20;77;29;60;23;?;?;?;?
0.51,15;29;2;50;60;23;?;?;?
0.53,15;77;29;2;2;108;?;?;?
0.72,2;50;60;22;?;?;?;?;?
0.44,41;29;2;2;60;108;?;?;?
0.52,15;77;29;2;2;21;108;?;?
0.74,29;50;23;22;?;?;?;?;?
0.49,20;15;23;22;108;?;?;?;?
0.69,60;22;108;?;?;?;?;?;?
0.48,41;2;2;108;?;?;?;?;?
0.48,41;29;2;60;?;?;?;?;?
0.54,20;15;77;2;50;21;108;?;?
0.53,77;29;2;50;108;?;?;?;?
0.46,77;29;2;50;60;23;?;?;?
0.42,41;29;2;50;60;21;?;?;?
0.53,20;15;77;22;108;?;?;?;?
0.47,20;15;77;29;21;22;108;?;?
0.47,41;2;2;60;108;?;?;?;?
0.76,2;2;21;22;?;?;?;?;?
0.49,20;15;77;60;21;108;?;?;?
0.57,20;15;2;50;60;?;?;?;?
0.53,20;15;77;29;2;2;21;?;?
0.46,41;50;22;108;?;?;?;?;?
0.57,20;29;2;22;108;?;?;?;?
0.63,20;77;22;?;?;?;?;?;?
0.42,20;41;29;22;?;?;?;?;?
0.54,15;2;21;22;108;?;?;?;?
0.44,15;41;2;2;21;?;?;?;?
0.58,20;15;50;23;?;?;?;?;?
0.41,15;41;2;50;60;108;?;?;?
0.44,15;77;29;2;60;21;22;?;?
0.56,77;29;2;2;23;?;?;?;?
0.51,41;29;2;2;?;?;?;?;?
0.42,77;41;50;60;?;?;?;?;?
0.53,15;77;23;22;108;?;?;?;?
0.61,15;50;21;108;?;?;?;?;?
0.41,20;77;41;2;2;22;?;?;?
0.52,20;29;2;60;23;108;?;?;?
0.61,77;2;23;?;?;?;?;?;?
0.4,20;77;2;2;50;21;?;?;?
0.46,41;2;2;21;22;?;?;?;?
0.4,20;41;29;2;50;23;108;?;?
0.48,41;21;22;108;?;?;?;?;?
0.4,20;15;41;50;108;?;?;?;?
0.43,20;15;77;29;2;60;22;108;?
0.43,15;77;41;108;?;?;?;?;?
0.43,20;15;23;21;?;?;?;?;?
0.42,41;2;2;60;23;?;?;?;?
0.41,20;15;77;41;2;2;23;?;?
0.6,20;77;50;21;?;?;?;?;?
0.69,15;29;2;2;?;?;?;?;?
0.62,20;29;21;22;?;?;?;?;?
0.52,77;29;50;21;22;?;?;?;?
0.48,20;15;77;29;2;22;108;?;?
0.51,41;2;2;21;?;?;?;?;?
0.41,20;15;29;2;60;23;22;?;?
0.48,77;2;50;60;22;108;?;?;?
0.62,20;2;23;22;?;?;?;?;?
0.44,20;15;77;29;2;50;60;23;?
0.68,50;23;22;108;?;?;?;?;?
0.43,20;15;77;29;2;2;60;22;108
0.43,15;77;2;2;60;21;22;108;?
0.46,20;15;77;2;50;60;21;108;?
0.5,20;15;77;2;50;22;108;?;?
0.54,15;77;21;22;108;?;?;?;?
0.54,15;2;50;21;22;108;?;?;?
0.54,20;15;77;29;2;50;23;?;?
0.49,20;2;60;21;22;108;?;?;?
0.47,20;15;2;2;60;21;108;?;?
0.56,15;2;60;21;?;?;?;?;?
0.51,20;29;2;60;21;22;?;?;?
0.45,20;15;77;29;2;23;22;108;?
0.51,15;29;50;60;21;108;?;?;?
0.49,20;29;60;21;22;108;?;?;?
0.56,20;15;77;2;50;60;?;?;?
0.54,15;50;21;22;108;?;?;?;?
0.55,20;2;50;60;23;108;?;?;?
0.43,20;77;41;29;2;2;?;?;?
0.57,20;29;21;22;108;?;?;?;?
0.65,15;2;50;21;?;?;?;?;?
0.53,15;50;23;22;108;?;?;?;?
0.54,20;15;77;29;23;108;?;?;?
0.53,29;2;2;60;23;22;108;?;?
0.49,20;77;2;2;23;22;108;?;?
0.41,15;77;29;2;2;50;?;?;?
0.66,2;50;60;23;108;?;?;?;?
0.48,20;15;29;2;50;60;22;?;?
0.45,20;41;21;22;?;?;?;?;?
0.4,41;29;50;60;23;?;?;?;?
0.52,20;77;29;2;60;108;?;?;?
0.52,20;15;77;29;50;108;?;?;?
0.52,20;29;2;2;60;23;?;?;?
0.62,20;77;108;?;?;?;?;?;?
0.63,20;77;29;2;?;?;?;?;?
0.65,2;60;21;22;?;?;?;?;?
0.64,15;50;60;?;?;?;?;?;?
0.53,15;2;23;22;108;?;?;?;?
0.52,20;15;77;29;2;21;108;?;?
0.69,20;50;60;?;?;?;?;?;?
0.56,20;29;60;23;?;?;?;?;?
0.52,77;2;2;60;21;?;?;?;?
0.48,77;29;50;21;22;108;?;?;?
0.76,29;50;60;108;?;?;?;?;?
0.42,20;77;29;23;21;?;?;?;?
0.5,41;2;22;?;?;?;?;?;?
0.44,77;2;50;60;23;22;?;?;?
0.55,20;2;2;60;23;108;?;?;?
0.42,77;41;2;60;?;?;?;?;?
0.47,15;77;2;2;60;23;108;?;?
0.52,20;15;29;2;60;108;?;?;?
0.59,20;29;60;22;?;?;?;?;?
0.65,20;2;50;23;108;?;?;?;?
0.43,20;77;2;50;2;?;?;?;?
0.51,15;77;60;23;108;?;?;?;?
0.53,77;29;2;50;21;108;?;?;?
0.43,20;77;41;29;2;?;?;?;?
0.48,2;2;50;60;108;?;?;?;?
0.48,20;77;29;50;21;22;108;?;?
0.46,41;29;2;2;22;?;?;?;?
0.47,20;2;60;23;22;108;?;?;?
0.41,20;15;50;23;21;?;?;?;?
0.46,20;15;2;2;60;22;108;?;?
0.58,29;2;60;21;22;108;?;?;?
0.49,2;2;50;108;?;?;?;?;?
0.42,15;77;41;50;21;?;?;?;?
0.41,15;77;41;29;60;?;?;?;?
0.53,15;77;29;2;21;108;?;?;?
0.53,20;15;29;2;108;?;?;?;?
0.43,15;77;41;29;2;?;?;?;?
0.42,20;77;29;50;60;23;22;?;?
0.63,20;29;60;108;?;?;?;?;?
0.5,20;15;29;2;23;22;?;?;?
0.4,20;41;29;2;2;108;?;?;?
0.45,77;41;60;?;?;?;?;?;?
0.46,77;29;2;2;23;22;108;?;?
0.49,20;15;77;2;2;60;22;?;?
0.45,15;77;41;2;2;?;?;?;?
0.48,20;15;29;2;60;22;?;?;?
0.57,15;50;22;108;?;?;?;?;?
0.92,29;2;50;?;?;?;?;?;?
0.44,20;77;2;2;50;?;?;?;?
0.45,15;77;29;2;60;22;108;?;?
0.63,15;29;22;?;?;?;?;?;?
0.8,2;50;108;?;?;?;?;?;?
0.52,15;77;50;60;22;?;?;?;?
0.55,15;77;29;2;2;23;?;?;?
0.47,20;15;77;60;22;108;?;?;?
0.4,20;41;50;22;108;?;?;?;?
0.53,15;77;2;22;108;?;?;?;?
0.41,20;15;41;29;21;?;?;?;?
0.42,20;15;77;2;50;60;23;22;?
0.59,15;29;23;22;?;?;?;?;?
0.47,15;77;50;60;23;108;?;?;?
0.49,15;77;2;60;21;108;?;?;?
0.45,41;60;22;108;?;?;?;?;?
0.44,20;41;23;22;?;?;?;?;?
0.46,29;2;2;50;21;108;?;?;?
0.59,15;77;29;23;?;?;?;?;?
0.63,20;15;2;2;?;?;?;?;?
0.71,29;50;60;21;?;?;?;?;?
0.53,15;2;60;21;108;?;?;?;?
0.54,20;77;29;2;23;108;?;?;?
0.57,15;2;2;22;108;?;?;?;?
0.55,20;15;2;23;108;?;?;?;?
0.46,2;50;60;23;21;?;?;?;?
0.51,15;29;2;60;21;108;?;?;?
0.42,20;15;77;41;29;2;50;?;?
0.65,20;29;2;21;?;?;?;?;?
0.59,77;21;22;?;?;?;?;?;?
0.42,77;41;50;23;?;?;?;?;?
0.58,77;2;22;?;?;?;?;?;?
0.52,15;77;50;60;21;?;?;?;?
0.55,20;15;2;2;108;?;?;?;?
0.64,20;29;2;50;21;?;?;?;?
0.5,20;15;77;29;2;50;60;108;?
0.42,20;41;2;2;60;108;?;?;?
0.48,20;15;2;2;21;22;108;?;?
0.63,60;23;22;?;?;?;?;?;?
0.61,77;29;2;2;?;?;?;?;?
0.51,20;77;29;2;23;22;?;?;?
0.49,20;41;23;?;?;?;?;?;?
