freq,items
0.47,88;28;22;?;?;?;?
0.6,20;19;22;?;?;?;?
0.46,20;22;174;170;?;?;?
0.52,29;63;22;22;174;?;?
0.41,63;22;19;174;?;?;?
0.4,12;20;75;22;?;?;?
0.43,12;25;174;?;?;?;?
0.44,63;22;170;?;?;?;?
0.45,22;170;147;?;?;?;?
0.45,28;174;18;170;?;?;?
0.43,63;22;18;?;?;?;?
0.44,12;75;174;?;?;?;?
0.41,12;88;22;174;22;?;?
0.44,12;75;212;174;?;?;?
0.4,88;63;19;?;?;?;?
0.49,88;212;19;22;?;?;?
0.43,14;212;22;18;?;?;?
0.62,12;29;19;?;?;?;?
0.55,12;212;22;22;?;?;?
0.53,20;14;75;22;?;?;?
0.41,12;88;212;19;22;?;?
0.44,20;212;170;?;?;?;?
0.46,20;22;22;170;?;?;?
0.41,12;88;19;22;170;?;?
0.41,25;17;19;?;?;?;?
0.51,12;20;174;?;?;?;?
0.46,12;75;212;22;?;?;?
0.51,29;22;174;22;18;?;?
0.42,17;22;170;?;?;?;?
0.47,29;22;22;22;18;170;?
0.45,20;75;170;?;?;?;?
0.41,29;63;22;19;174;?;?
0.51,17;22;22;174;?;?;?
0.55,29;63;174;?;?;?;?
0.44,22;19;22;18;?;?;?
0.75,28;22;22;174;?;?;?
0.6,20;75;22;22;?;?;?
0.58,75;22;22;174;?;?;?
0.48,28;19;22;18;?;?;?
0.44,12;75;22;174;?;?;?
0.45,12;75;19;?;?;?;?
0.66,22;22;22;?;?;?;?
0.42,29;22;19;24;?;?;?
0.54,12;22;18;170;?;?;?
0.75,29;19;22;?;?;?;?
0.49,12;174;170;?;?;?;?
0.44,88;19;24;?;?;?;?
0.49,12;88;212;174;?;?;?
0.53,17;22;22;?;?;?;?
0.41,14;88;22;?;?;?;?
0.58,14;212;174;?;?;?;?
0.42,29;25;63;22;22;174;?
0.55,14;75;19;174;?;?;?
0.52,20;14;212;22;22;?;?
0.47,88;19;22;18;?;?;?
0.48,12;63;22;?;?;?;?
0.45,75;212;18;?;?;?;?
0.44,14;212;18;?;?;?;?
0.5,12;19;22;170;?;?;?
0.6,29;22;22;19;?;?;?
0.45,12;22;174;24;?;?;?
0.43,20;174;18;170;?;?;?
0.52,12;22;22;19;?;?;?
0.42,20;22;22;174;18;170;?
0.57,22;174;22;170;?;?;?
0.43,25;63;19;174;?;?;?
0.49,29;20;22;?;?;?;?
0.43,28;20;22;174;?;?;?
0.54,14;75;212;22;22;174;?
0.52,22;22;22;18;?;?;?
0.5,29;22;22;174;22;18;?
0.48,12;88;22;19;174;?;?
0.43,28;20;22;22;?;?;?
0.42,12;14;212;?;?;?;?
0.73,88;22;22;174;?;?;?
0.43,75;22;22;22;?;?;?
0.75,88;22;22;?;?;?;?
0.43,20;19;22;18;170;?;?
0.56,29;63;19;?;?;?;?
0.45,88;22;22;174;22;170;?
0.46,88;19;174;18;?;?;?
0.43,88;19;174;18;170;?;?
0.45,88;19;174;170;?;?;?
0.42,14;22;22;174;22;?;?
0.46,20;22;22;174;22;?;?
0.47,20;14;75;212;22;22;174
0.51,17;19;174;?;?;?;?
0.54,20;14;22;174;?;?;?
0.53,14;75;212;19;174;?;?
0.42,28;25;22;22;?;?;?
0.72,20;22;22;?;?;?;?
0.44,28;22;22;174;18;170;?
0.41,20;88;22;22;174;?;?
0.56,88;22;18;?;?;?;?
0.48,88;22;174;22;?;?;?
0.4,20;22;22;174;22;18;?
0.45,75;212;22;19;174;?;?
0.56,12;28;22;22;?;?;?
0.55,12;212;174;?;?;?;?
0.4,29;19;22;147;?;?;?
0.43,12;22;22;174;22;18;?
0.47,20;22;22;18;?;?;?
0.41,12;88;25;?;?;?;?
0.41,29;22;22;22;147;?;?
0.89,29;22;22;174;?;?;?
0.69,20;19;174;?;?;?;?
0.4,12;22;22;174;22;18;170
0.48,88;22;22;18;?;?;?
0.41,28;25;63;?;?;?;?
0.61,12;29;22;22;?;?;?
0.48,28;22;174;170;?;?;?
0.75,29;22;19;?;?;?;?
0.56,12;22;22;22;?;?;?
0.4,12;88;29;19;?;?;?
0.56,29;19;174;18;?;?;?
0.46,12;19;174;22;170;?;?
0.46,29;19;174;22;18;170;?
0.5,20;14;75;22;174;?;?
0.56,12;28;174;?;?;?;?
0.45,29;19;22;24;?;?;?
0.48,12;22;22;174;170;?;?
0.44,88;212;170;?;?;?;?
0.58,212;22;174;?;?;?;?
0.44,88;212;22;170;?;?;?
0.57,14;75;22;174;?;?;?
0.42,29;22;19;174;170;?;?
0.54,29;19;174;22;170;?;?
0.43,29;18;170;147;?;?;?
0.42,29;22;19;174;22;170;?
0.41,12;88;174;18;?;?;?
0.4,19;22;170;147;?;?;?
0.55,25;22;22;174;?;?;?
0.6,75;22;174;?;?;?;?
0.59,22;174;18;?;?;?;?
0.45,12;29;170;?;?;?;?
0.43,20;14;212;19;22;?;?
0.53,22;174;24;?;?;?;?
0.41,12;212;22;170;?;?;?
0.56,14;212;22;22;174;?;?
0.56,14;75;212;19;?;?;?
0.45,25;63;174;?;?;?;?
0.43,88;29;19;174;?;?;?
0.51,22;22;174;22;18;?;?
0.44,88;28;22;22;?;?;?
0.48,12;174;22;170;?;?;?
0.44,14;75;22;19;174;?;?
0.57,29;19;174;22;?;?;?
0.42,22;22;22;147;?;?;?
0.45,29;25;17;22;?;?;?
0.42,88;212;22;22;22;?;?
0.45,25;63;22;22;?;?;?
0.54,28;18;170;?;?;?;?
0.45,29;20;174;?;?;?;?
0.4,19;18;147;?;?;?;?
0.41,29;22;19;22;18;170;?
0.58,22;174;170;?;?;?;?
0.42,14;75;212;22;18;?;?
0.41,14;22;24;?;?;?;?
0.45,28;22;22;24;?;?;?
0.42,12;75;212;22;22;174;?
0.4,12;14;75;?;?;?;?
0.57,75;19;174;?;?;?;?
0.58,75;212;22;174;?;?;?
0.41,29;22;22;174;147;?;?
0.46,12;17;22;?;?;?;?
0.41,20;14;75;212;19;22;?
0.61,20;212;22;?;?;?;?
0.58,29;174;18;?;?;?;?
0.41,20;212;22;18;170;?;?
0.44,29;63;22;19;?;?;?
0.43,14;212;170;?;?;?;?
0.4,28;212;18;?;?;?;?
0.54,22;19;22;?;?;?;?
0.58,29;22;22;170;?;?;?
0.48,75;212;22;19;?;?;?
0.48,28;22;22;174;22;?;?
0.63,28;22;19;?;?;?;?
0.44,12;29;17;?;?;?;?
0.55,12;28;22;22;174;?;?
0.45,20;212;22;19;174;?;?
0.49,12;22;22;174;22;?;?
0.41,20;22;22;22;18;?;?
0.4,29;19;174;147;?;?;?
0.58,14;75;22;22;?;?;?
0.44,20;75;212;22;19;174;?
0.51,20;14;75;22;22;?;?
0.43,12;88;28;22;174;?;?
0.57,29;22;22;174;18;?;?
0.55,29;63;22;22;?;?;?
0.65,12;88;19;?;?;?;?
0.46,20;19;22;18;?;?;?
0.6,12;29;22;174;?;?;?
0.58,29;19;170;?;?;?;?
0.51,20;14;75;19;?;?;?
0.4,20;14;75;212;22;19;?
0.49,28;174;18;?;?;?;?
0.44,29;63;170;?;?;?;?
0.5,28;174;22;?;?;?;?
0.57,25;22;174;?;?;?;?
0.49,12;19;22;18;?;?;?
0.4,12;29;22;22;19;?;?
0.45,25;63;22;174;?;?;?
0.41,28;63;22;22;?;?;?
0.4,25;17;22;22;?;?;?
0.52,29;22;174;24;?;?;?
0.46,25;19;22;?;?;?;?
0.48,28;19;174;22;?;?;?
0.55,29;25;174;?;?;?;?
0.49,75;22;19;?;?;?;?
0.41,20;174;22;18;?;?;?
0.49,28;19;170;?;?;?;?
0.5,20;22;18;170;?;?;?
0.57,12;28;19;?;?;?;?
0.44,75;212;170;?;?;?;?
0.45,88;29;22;22;?;?;?
0.57,20;14;22;?;?;?;?
0.54,29;22;174;18;170;?;?
0.59,29;174;22;?;?;?;?
0.51,12;19;18;?;?;?;?
0.44,75;212;22;170;?;?;?
0.45,20;75;22;170;?;?;?
0.52,29;17;22;174;?;?;?
0.4,20;75;212;22;18;170;?
0.45,25;22;170;?;?;?;?
0.42,20;22;22;24;?;?;?
0.48,20;75;212;19;22;?;?
0.44,88;19;174;22;170;?;?
0.54,28;212;22;?;?;?;?
0.41,22;19;22;18;170;?;?
0.48,29;174;22;18;170;?;?
0.6,75;22;22;?;?;?;?
0.6,12;29;174;?;?;?;?
0.47,88;22;22;170;?;?;?
0.48,212;22;19;?;?;?;?
0.43,88;212;22;18;?;?;?
