freq,items
0.45,29;6;151;164;?
0.46,13;25;26;?;?
0.52,29;63;164;?;?
0.7,29;25;164;?;?
0.67,29;6;25;?;?
0.58,29;25;26;6;?
0.41,26;6;164;?;?
0.42,25;25;6;?;?
0.51,29;2;21;?;?
0.49,6;151;26;164;?
0.41,25;2;21;?;?
0.41,25;6;17;?;?
0.57,29;17;21;?;?
0.42,13;13;6;151;?
0.41,13;13;2;151;?
0.46,13;13;29;6;?
0.53,29;6;2;?;?
0.41,29;6;6;21;?
0.41,13;25;21;?;?
0.55,29;26;21;?;?
0.45,13;13;63;?;?
0.55,2;151;26;?;?
0.59,29;63;6;?;?
0.56,6;151;26;?;?
0.45,29;25;151;26;?
0.49,2;151;17;?;?
0.44,29;2;25;?;?
0.46,151;26;6;?;?
0.41,29;6;26;6;?
0.42,29;25;25;21;?
0.42,13;29;25;164;?
0.42,29;17;26;164;?
0.46,13;29;25;17;?
0.63,25;26;6;?;?
0.41,13;25;2;151;?
0.42,29;26;17;?;?
0.41,25;63;26;?;?
0.49,13;29;25;6;?
0.41,13;6;21;?;?
0.51,13;2;151;?;?
0.45,13;29;2;151;?
0.48,29;2;164;?;?
0.65,29;25;21;?;?
0.52,25;151;164;?;?
0.49,26;6;21;?;?
0.47,25;63;21;?;?
0.47,13;13;29;25;?
0.48,13;29;2;?;?
0.43,25;6;25;?;?
0.47,13;25;63;?;?
0.58,25;6;21;?;?
0.43,25;151;26;6;?
0.52,2;26;164;?;?
0.41,6;25;2;?;?
0.42,6;25;26;164;?
0.45,29;25;17;21;?
0.49,13;25;17;?;?
0.46,29;25;63;21;?
0.52,29;6;26;?;?
0.62,29;6;6;?;?
0.45,29;2;151;6;?
0.48,25;17;21;?;?
0.48,6;164;21;?;?
0.48,29;26;164;21;?
0.42,29;2;26;164;?
0.47,29;63;17;?;?
0.57,13;29;6;?;?
0.53,29;17;63;?;?
0.41,29;63;26;164;?
0.54,29;63;21;?;?
0.41,13;17;6;?;?
0.64,29;25;25;?;?
0.56,25;151;21;?;?
0.4,13;29;6;164;?
0.41,13;6;25;151;?
0.69,29;25;26;?;?
0.54,29;25;2;151;?
0.5,6;26;6;?;?
0.57,6;2;151;?;?
0.71,29;26;6;?;?
0.41,29;151;26;6;?
0.46,13;25;164;?;?
0.4,29;63;26;6;?
0.53,6;25;6;?;?
0.45,13;6;164;?;?
0.52,25;151;6;?;?
0.46,13;29;25;151;?
0.42,13;13;25;151;?
0.45,29;25;151;6;?
0.41,13;29;25;25;?
0.46,13;25;25;?;?
0.55,25;6;164;?;?
0.72,29;6;151;?;?
0.48,29;25;63;6;?
0.45,2;151;26;6;?
0.43,25;63;17;?;?
0.58,2;151;21;?;?
