freq,items
0.43,20;29;10;67;?;?;?;?
0.66,41;60;108;?;?;?;?;?
0.52,20;77;25;63;23;?;?;?
0.41,20;15;17;60;23;?;?;?
0.43,20;77;41;29;25;22;?;?
0.42,15;29;25;63;60;23;108;?
0.49,20;77;29;63;22;?;?;?
0.41,77;17;60;21;108;?;?;?
0.67,20;77;41;?;?;?;?;?
0.44,20;15;77;41;63;22;?;?
0.41,20;15;41;29;63;60;108;?
0.41,41;29;28;28;98;?;?;?
0.52,20;25;63;60;108;?;?;?
0.41,20;77;17;60;21;108;?;?
0.4,77;29;25;63;22;108;?;?
0.61,41;29;63;23;?;?;?;?
0.55,20;29;17;63;?;?;?;?
0.52,41;29;60;21;22;?;?;?
0.45,15;77;41;29;21;22;?;?
0.53,20;15;29;17;21;?;?;?
0.49,20;15;25;63;23;?;?;?
0.45,77;41;25;22;?;?;?;?
0.4,20;77;41;63;22;108;?;?
0.46,20;41;29;60;23;108;?;?
0.41,77;41;25;63;23;108;?;?
0.56,29;25;60;21;108;?;?;?
0.48,15;41;21;22;108;?;?;?
0.6,17;21;108;?;?;?;?;?
0.56,20;17;22;?;?;?;?;?
0.48,20;41;29;63;21;108;?;?
0.46,20;41;25;21;22;108;?;?
0.46,20;19;67;?;?;?;?;?
0.4,29;63;28;19;?;?;?;?
0.4,15;34;21;?;?;?;?;?
0.46,15;77;25;63;60;108;?;?
0.52,41;29;17;22;?;?;?;?
0.44,20;15;29;63;60;22;?;?
0.43,29;25;17;60;108;?;?;?
0.42,29;25;10;98;?;?;?;?
0.48,20;15;29;25;23;108;?;?
0.44,20;67;10;?;?;?;?;?
0.43,15;41;25;60;23;108;?;?
0.41,20;15;77;25;60;23;22;?
0.41,15;41;25;63;60;21;?;?
0.4,20;77;29;60;21;22;108;?
0.44,20;15;29;60;22;108;?;?
0.52,20;41;29;25;60;?;?;?
0.44,20;77;41;25;23;108;?;?
0.42,20;15;25;63;60;21;?;?
0.41,20;25;17;21;108;?;?;?
0.55,17;22;108;?;?;?;?;?
0.55,41;29;63;21;22;?;?;?
0.41,77;29;63;23;22;108;?;?
0.42,77;41;29;25;23;108;?;?
0.4,29;25;10;28;67;?;?;?
0.48,15;77;29;25;108;?;?;?
0.48,20;41;29;17;23;?;?;?
0.67,77;25;63;?;?;?;?;?
0.48,20;41;29;17;63;?;?;?
0.41,20;77;41;25;63;23;108;?
0.48,15;77;41;21;22;?;?;?
0.65,41;63;23;?;?;?;?;?
0.56,41;29;25;21;108;?;?;?
0.43,15;41;17;23;22;?;?;?
0.4,29;63;67;10;98;?;?;?
0.41,20;15;41;29;21;22;108;?
0.45,77;41;22;108;?;?;?;?
0.41,15;41;17;60;23;?;?;?
0.46,15;77;29;60;23;108;?;?
0.46,15;77;29;60;21;108;?;?
0.54,25;60;22;108;?;?;?;?
0.41,20;15;41;29;25;17;?;?
0.46,15;29;25;23;22;108;?;?
0.49,15;77;60;23;22;?;?;?
0.56,20;77;25;60;?;?;?;?
0.51,77;25;60;108;?;?;?;?
0.44,15;77;29;63;60;21;?;?
0.51,15;29;25;17;?;?;?;?
0.4,20;28;28;67;?;?;?;?
0.5,15;77;41;29;63;21;?;?
0.43,20;15;41;29;25;63;23;?
0.44,77;29;63;60;21;?;?;?
0.55,17;60;21;?;?;?;?;?
0.51,77;17;63;?;?;?;?;?
0.52,20;41;29;17;21;?;?;?
0.44,15;29;60;21;22;108;?;?
0.46,20;15;17;23;108;?;?;?
0.6,20;63;21;22;?;?;?;?
0.42,20;29;10;10;?;?;?;?
0.43,20;77;63;28;?;?;?;?
0.55,20;17;21;108;?;?;?;?
0.65,29;21;22;108;?;?;?;?
0.7,25;63;21;?;?;?;?;?
0.47,15;29;25;63;60;108;?;?
0.59,15;25;63;21;?;?;?;?
0.52,20;60;21;22;108;?;?;?
0.52,20;29;17;23;108;?;?;?
0.42,20;77;41;29;17;60;?;?
0.45,17;63;108;?;?;?;?;?
0.42,29;28;67;67;98;?;?;?
0.6,20;63;21;108;?;?;?;?
0.47,15;29;63;21;22;108;?;?
0.45,20;15;77;29;25;17;?;?
0.51,20;29;63;60;23;?;?;?
0.45,20;77;63;23;22;108;?;?
0.43,20;19;28;98;?;?;?;?
0.45,77;60;21;22;108;?;?;?
0.48,20;29;23;21;?;?;?;?
0.49,15;41;63;22;?;?;?;?
0.46,20;15;77;29;63;21;108;?
0.45,15;77;41;25;22;?;?;?
0.44,41;10;67;98;?;?;?;?
0.58,17;60;108;?;?;?;?;?
0.45,20;77;29;25;63;22;?;?
0.52,15;77;63;21;108;?;?;?
0.5,41;29;17;60;108;?;?;?
0.58,77;29;23;?;?;?;?;?
0.41,15;41;60;21;22;108;?;?
0.43,20;77;41;25;60;108;?;?
0.59,41;17;60;?;?;?;?;?
0.7,20;77;21;?;?;?;?;?
0.66,20;41;17;?;?;?;?;?
0.53,20;29;25;60;22;?;?;?
0.58,20;15;29;25;21;?;?;?
0.48,15;77;41;25;23;?;?;?
0.47,20;41;29;17;60;?;?;?
0.41,20;41;29;25;60;21;108;?
0.41,15;41;29;25;63;60;108;?
0.41,20;25;28;67;?;?;?;?
0.62,20;15;29;25;63;?;?;?
0.4,20;77;17;63;23;?;?;?
0.44,41;29;25;63;60;21;108;?
0.41,25;28;10;98;?;?;?;?
0.71,29;23;22;?;?;?;?;?
0.53,15;25;17;?;?;?;?;?
0.43,15;29;63;60;23;22;?;?
0.41,29;25;17;63;?;?;?;?
0.4,41;63;67;?;?;?;?;?
0.5,15;41;60;22;?;?;?;?
0.45,19;28;98;?;?;?;?;?
0.67,20;60;108;?;?;?;?;?
0.65,41;17;21;?;?;?;?;?
0.42,20;15;41;60;21;22;?;?
0.48,15;41;17;60;?;?;?;?
0.41,29;17;63;60;21;?;?;?
0.49,29;10;67;?;?;?;?;?
0.4,29;25;17;60;23;?;?;?
0.4,28;19;67;?;?;?;?;?
0.58,15;29;63;23;?;?;?;?
0.47,15;23;21;?;?;?;?;?
0.42,20;15;77;41;63;60;108;?
0.53,15;77;29;23;108;?;?;?
0.41,20;15;25;63;60;23;?;?
0.48,77;29;22;108;?;?;?;?
0.53,15;29;25;63;23;?;?;?
0.43,20;34;60;?;?;?;?;?
0.57,20;29;25;21;22;?;?;?
0.55,20;15;60;108;?;?;?;?
0.41,29;25;10;28;?;?;?;?
0.52,15;60;21;22;?;?;?;?
0.45,20;15;77;17;21;108;?;?
0.7,15;25;63;?;?;?;?;?
0.43,15;77;17;63;21;?;?;?
0.43,20;77;25;60;23;22;?;?
0.48,20;41;29;63;108;?;?;?
0.44,20;15;29;63;60;21;?;?
0.4,41;67;28;?;?;?;?;?
0.47,29;28;98;?;?;?;?;?
0.41,25;67;10;?;?;?;?;?
0.47,20;29;63;60;23;22;?;?
0.52,20;29;28;?;?;?;?;?
0.46,20;15;41;25;22;?;?;?
0.6,41;17;23;?;?;?;?;?
0.44,15;77;41;29;23;22;?;?
0.51,20;29;25;63;21;22;?;?
0.49,20;15;77;29;23;22;?;?
0.44,20;15;41;21;22;108;?;?
0.53,15;77;25;22;?;?;?;?
0.48,15;29;25;60;23;?;?;?
0.53,77;29;23;108;?;?;?;?
0.42,20;77;41;29;25;63;60;?
0.48,15;25;63;60;108;?;?;?
0.48,77;41;21;22;?;?;?;?
0.44,15;41;28;?;?;?;?;?
0.48,20;15;29;60;23;?;?;?
0.55,25;60;21;22;?;?;?;?
0.48,15;29;28;?;?;?;?;?
0.42,29;63;19;10;?;?;?;?
0.42,63;28;98;?;?;?;?;?
0.52,20;41;29;21;22;?;?;?
0.45,15;77;60;21;22;108;?;?
0.43,63;19;67;?;?;?;?;?
0.42,63;10;67;98;?;?;?;?
0.53,15;63;60;108;?;?;?;?
0.5,20;77;41;22;?;?;?;?
0.42,29;25;67;98;?;?;?;?
0.44,15;77;29;25;63;23;108;?
0.44,20;77;41;25;63;60;?;?
0.48,77;29;25;21;22;?;?;?
0.46,20;77;17;60;108;?;?;?
0.51,20;15;77;29;108;?;?;?
0.41,63;28;10;98;?;?;?;?
0.53,20;15;77;25;60;?;?;?
0.41,20;25;10;?;?;?;?;?
0.41,20;15;41;63;60;22;?;?
0.4,15;29;25;23;21;?;?;?
0.45,15;41;60;23;22;?;?;?
0.54,41;29;25;17;?;?;?;?
0.41,20;15;41;63;60;21;?;?
0.47,20;41;25;63;23;108;?;?
0.64,20;29;22;?;?;?;?;?
0.63,77;25;21;?;?;?;?;?
0.58,20;29;63;22;?;?;?;?
0.6,41;29;25;63;21;?;?;?
0.57,20;29;25;23;108;?;?;?
0.41,29;63;19;10;98;?;?;?
0.5,29;17;60;21;22;?;?;?
0.53,20;41;29;25;23;?;?;?
0.41,20;63;28;67;?;?;?;?
0.5,15;29;23;22;108;?;?;?
0.43,15;77;41;29;63;22;?;?
0.51,41;29;25;60;21;?;?;?
0.43,41;28;28;98;?;?;?;?
0.47,41;17;60;21;108;?;?;?
0.57,15;77;29;60;?;?;?;?
0.64,20;60;22;?;?;?;?;?
0.42,77;29;25;23;22;108;?;?
0.48,20;77;17;108;?;?;?;?
0.52,41;25;63;23;22;?;?;?
0.53,15;29;63;108;?;?;?;?
0.4,15;41;25;60;23;22;?;?
0.53,15;41;17;21;?;?;?;?
0.58,20;15;41;25;63;?;?;?
0.45,17;63;23;108;?;?;?;?
0.43,20;77;41;29;60;22;?;?
0.64,15;41;29;63;?;?;?;?
0.57,41;25;23;22;?;?;?;?
0.4,20;41;29;60;21;22;108;?
0.51,41;29;60;22;108;?;?;?
0.4,77;41;29;63;23;22;?;?
0.65,15;77;23;?;?;?;?;?
0.43,20;77;29;25;63;60;108;?
0.48,20;77;29;25;21;22;?;?
0.42,20;29;25;63;60;23;22;?
0.45,15;77;25;60;21;108;?;?
0.6,63;60;22;?;?;?;?;?
0.65,25;63;23;?;?;?;?;?
0.42,20;29;28;67;98;?;?;?
0.46,20;19;28;?;?;?;?;?
0.45,77;63;23;22;108;?;?;?
0.42,10;67;10;98;?;?;?;?
0.4,15;77;41;25;22;108;?;?
0.4,15;77;41;25;63;21;22;?
0.4,41;29;17;63;21;108;?;?
0.51,20;15;77;29;63;23;?;?
0.42,41;67;10;?;?;?;?;?
0.52,15;77;25;108;?;?;?;?
0.44,29;63;67;?;?;?;?;?
0.49,15;41;63;21;108;?;?;?
0.43,15;77;41;29;60;21;?;?
0.52,77;29;60;108;?;?;?;?
0.59,20;25;63;23;?;?;?;?
0.6,20;15;77;29;25;63;?;?
0.59,15;77;23;108;?;?;?;?
0.54,15;29;25;22;?;?;?;?
0.6,15;77;108;?;?;?;?;?
0.41,20;15;41;28;?;?;?;?
0.41,15;77;41;17;108;?;?;?
0.47,20;15;29;25;60;108;?;?
0.41,25;28;19;?;?;?;?;?
0.42,34;60;108;?;?;?;?;?
0.43,15;77;29;17;60;108;?;?
0.73,29;23;108;?;?;?;?;?
0.57,15;29;25;60;?;?;?;?
0.45,20;15;77;25;60;21;?;?
0.4,15;25;60;23;22;108;?;?
0.54,41;29;60;23;108;?;?;?
0.45,77;63;60;23;108;?;?;?
0.59,77;41;29;63;?;?;?;?
0.42,77;17;21;22;108;?;?;?
0.43,25;19;98;?;?;?;?;?
0.59,15;77;41;29;25;?;?;?
0.47,20;15;77;25;17;?;?;?
0.44,29;25;10;67;?;?;?;?
0.53,15;41;25;23;?;?;?;?
0.49,15;77;41;29;60;?;?;?
0.44,20;15;41;63;21;22;?;?
0.47,20;15;77;29;25;23;108;?
0.55,77;41;29;25;63;?;?;?
0.48,20;77;41;63;23;?;?;?
0.51,20;77;25;60;108;?;?;?
0.4,15;67;98;?;?;?;?;?
0.63,29;60;21;108;?;?;?;?
0.48,20;15;41;63;60;?;?;?
0.44,20;15;77;29;60;21;108;?
0.48,20;15;29;25;63;23;?;?
0.47,15;41;25;23;22;?;?;?
0.47,20;41;17;21;108;?;?;?
0.51,20;41;17;23;?;?;?;?
0.54,77;29;22;?;?;?;?;?
0.4,29;67;10;67;?;?;?;?
0.52,77;17;23;?;?;?;?;?
0.57,41;29;25;22;?;?;?;?
0.43,20;77;63;60;23;22;?;?
0.41,29;10;10;67;98;?;?;?
0.63,20;29;25;23;?;?;?;?
0.5,77;41;29;23;?;?;?;?
0.43,20;15;77;17;60;108;?;?
0.42,20;29;67;67;98;?;?;?
0.4,20;77;41;17;21;22;?;?
0.43,15;77;25;60;22;108;?;?
0.42,20;15;77;19;?;?;?;?
0.41,63;10;28;?;?;?;?;?
0.7,29;63;60;?;?;?;?;?
0.52,41;25;63;60;108;?;?;?
0.55,41;25;60;21;?;?;?;?
0.4,15;19;67;98;?;?;?;?
0.42,20;15;77;29;17;21;22;?
0.51,41;63;60;23;108;?;?;?
0.44,20;41;63;60;23;108;?;?
0.47,20;41;25;63;21;108;?;?
0.44,20;41;25;60;21;108;?;?
0.42,20;29;25;63;28;?;?;?
0.46,20;15;41;29;63;60;?;?
0.68,29;60;22;?;?;?;?;?
0.43,20;77;41;29;63;22;?;?
0.43,20;77;25;63;60;23;?;?
0.42,15;77;41;60;21;108;?;?
0.47,20;17;60;23;108;?;?;?
0.53,15;29;60;23;?;?;?;?
0.53,20;15;29;21;108;?;?;?
0.47,41;29;25;60;21;22;?;?
0.42,20;77;25;17;21;?;?;?
0.48,20;15;63;23;22;?;?;?
0.56,15;25;22;?;?;?;?;?
0.55,29;63;60;21;22;?;?;?
0.47,20;15;29;25;63;60;?;?
0.45,15;41;29;63;60;108;?;?
0.44,20;77;29;60;23;22;?;?
0.43,41;10;10;98;?;?;?;?
0.53,41;63;60;23;?;?;?;?
0.46,20;15;17;22;?;?;?;?
0.44,41;28;98;?;?;?;?;?
0.46,20;15;17;108;?;?;?;?
0.71,41;25;21;?;?;?;?;?
0.57,20;77;25;63;21;?;?;?
0.42,29;25;19;10;98;?;?;?
0.41,15;77;41;25;60;21;?;?
0.47,41;29;17;60;21;?;?;?
0.47,28;67;98;?;?;?;?;?
0.42,20;29;10;98;?;?;?;?
0.43,20;15;41;60;21;108;?;?
0.43,77;29;17;23;22;?;?;?
0.48,77;29;25;63;23;?;?;?
0.55,15;25;21;108;?;?;?;?
0.48,20;77;25;63;108;?;?;?
0.5,20;41;17;60;?;?;?;?
0.54,15;17;60;?;?;?;?;?
0.47,29;67;67;98;?;?;?;?
0.51,20;15;77;60;22;?;?;?
0.41,77;41;29;25;23;22;?;?
0.44,15;77;41;25;63;60;?;?
0.44,20;77;41;25;21;22;?;?
0.41,29;10;67;28;?;?;?;?
0.44,29;25;28;67;?;?;?;?
0.41,15;77;36;?;?;?;?;?
0.42,15;77;29;25;63;60;108;?
0.45,20;77;41;29;21;22;?;?
0.55,60;21;22;108;?;?;?;?
0.42,63;67;67;98;?;?;?;?
0.45,41;28;67;?;?;?;?;?
0.73,20;77;29;?;?;?;?;?
0.44,77;41;63;21;108;?;?;?
0.47,41;25;63;23;22;108;?;?
0.41,20;41;17;60;23;108;?;?
0.4,77;29;60;21;22;108;?;?
0.41,41;29;10;10;98;?;?;?
0.41,17;63;22;108;?;?;?;?
0.48,20;15;29;17;23;?;?;?
0.41,15;77;29;25;60;21;108;?
0.52,20;15;60;21;?;?;?;?
0.43,20;41;29;17;60;108;?;?
0.48,20;15;29;17;60;?;?;?
0.56,15;77;25;60;?;?;?;?
0.41,20;41;25;17;21;?;?;?
0.52,20;15;29;25;60;?;?;?
0.42,41;28;19;?;?;?;?;?
0.41,15;41;19;?;?;?;?;?
0.59,15;41;23;?;?;?;?;?
0.47,77;29;63;60;108;?;?;?
0.54,20;15;41;23;?;?;?;?
0.42,20;77;41;29;25;21;108;?
0.51,15;29;21;22;108;?;?;?
0.43,20;29;63;60;21;22;108;?
0.45,20;41;25;63;23;22;?;?
0.5,20;17;60;21;?;?;?;?
0.67,20;41;29;63;?;?;?;?
0.41,15;77;41;17;21;108;?;?
0.5,41;29;25;63;21;22;?;?
0.47,20;41;63;60;22;?;?;?
0.51,29;25;63;60;23;108;?;?
0.48,77;17;108;?;?;?;?;?
0.48,20;15;25;23;22;?;?;?
0.44,20;41;29;17;108;?;?;?
0.62,15;77;29;17;?;?;?;?
0.47,15;25;23;22;108;?;?;?
0.41,20;77;41;17;21;108;?;?
0.53,77;29;25;63;21;?;?;?
0.54,20;29;60;21;22;?;?;?
0.44,20;15;29;63;60;23;?;?
0.43,20;15;77;25;63;23;22;?
0.55,41;17;108;?;?;?;?;?
0.51,20;41;29;63;60;?;?;?
0.43,20;77;25;63;60;22;?;?
0.49,15;77;41;25;63;21;?;?
0.51,15;17;108;?;?;?;?;?
0.42,20;41;63;60;23;22;?;?
0.54,29;25;63;60;21;?;?;?
0.43,15;41;29;25;63;108;?;?
0.44,15;29;23;21;?;?;?;?
0.41,20;67;19;?;?;?;?;?
0.45,41;19;67;?;?;?;?;?
0.43,20;29;63;23;21;?;?;?
0.48,20;15;29;63;21;108;?;?
0.41,20;10;67;10;?;?;?;?
0.42,41;29;25;63;60;22;108;?
0.42,29;25;19;67;98;?;?;?
0.64,15;29;23;?;?;?;?;?
0.66,29;63;21;108;?;?;?;?
0.52,20;41;60;23;?;?;?;?
0.53,20;77;25;22;?;?;?;?
0.4,15;77;25;63;23;22;108;?
0.4,41;17;63;23;22;?;?;?
0.46,15;77;29;25;17;?;?;?
0.46,77;29;23;22;108;?;?;?
0.45,20;25;60;21;22;108;?;?
0.41,20;41;29;25;60;21;22;?
0.41,25;17;63;?;?;?;?;?
0.42,20;29;17;28;?;?;?;?
0.41,15;77;25;63;60;23;108;?
0.47,20;77;29;63;60;108;?;?
0.5,20;63;60;21;22;?;?;?
0.42,77;41;63;23;22;?;?;?
0.46,20;15;77;60;23;22;?;?
0.53,29;25;17;21;?;?;?;?
0.52,20;77;63;21;22;?;?;?
0.45,41;19;19;?;?;?;?;?
0.48,25;63;60;23;22;?;?;?
0.43,41;29;25;63;60;21;22;?
0.42,20;15;77;41;29;25;108;?
0.47,20;77;25;60;23;?;?;?
0.74,15;77;25;?;?;?;?;?
0.4,20;41;29;17;60;23;?;?
0.42,29;63;28;67;98;?;?;?
0.44,15;77;41;25;21;22;?;?
0.41,41;63;19;?;?;?;?;?
0.48,20;15;25;17;?;?;?;?
0.59,41;29;23;22;?;?;?;?
0.49,29;25;23;21;?;?;?;?
0.48,15;77;25;60;22;?;?;?
0.48,20;15;23;22;108;?;?;?
0.43,20;77;29;25;21;22;108;?
0.49,15;41;25;108;?;?;?;?
0.47,41;29;63;60;21;22;?;?
0.77,41;29;63;?;?;?;?;?
0.58,41;25;60;108;?;?;?;?
0.59,15;23;22;?;?;?;?;?
0.7,15;77;21;?;?;?;?;?
0.53,77;29;21;108;?;?;?;?
0.46,20;29;25;63;60;23;?;?
0.52,77;25;21;22;?;?;?;?
0.49,77;29;60;21;?;?;?;?
0.42,20;15;77;29;25;22;108;?
0.52,15;77;29;63;23;?;?;?
0.44,20;77;25;63;60;21;?;?
0.41,15;77;41;25;63;22;?;?
0.5,15;63;60;22;?;?;?;?
0.45,20;41;25;63;60;108;?;?
0.43,10;19;98;?;?;?;?;?
0.47,15;77;63;22;108;?;?;?
0.67,20;77;25;63;?;?;?;?
0.51,15;41;29;25;23;?;?;?
0.43,15;77;17;22;108;?;?;?
0.43,20;15;41;23;22;108;?;?
0.4,20;77;29;25;60;23;22;?
0.72,15;77;29;?;?;?;?;?
0.61,20;29;25;63;21;?;?;?
0.43,20;15;77;63;21;22;108;?
0.43,20;41;29;25;21;22;108;?
0.41,20;29;57;?;?;?;?;?
0.55,41;29;17;60;?;?;?;?
0.54,15;77;60;23;?;?;?;?
0.43,20;29;17;60;23;22;?;?
0.53,20;63;21;22;108;?;?;?
0.65,20;77;23;?;?;?;?;?
0.44,15;41;29;23;22;108;?;?
0.44,77;29;63;22;108;?;?;?
0.43,29;28;10;67;98;?;?;?
0.49,29;25;17;23;?;?;?;?
0.4,20;77;41;29;60;21;108;?
0.43,15;77;25;60;23;22;?;?
0.68,20;29;63;21;?;?;?;?
0.47,15;77;29;17;60;?;?;?
0.42,20;15;77;41;29;17;23;?
0.45,29;17;63;21;108;?;?;?
0.42,20;15;63;60;21;22;?;?
0.52,15;77;25;63;23;?;?;?
0.5,20;77;63;60;108;?;?;?
0.45,15;29;25;60;21;22;?;?
0.4,15;67;67;98;?;?;?;?
0.42,20;15;29;25;63;60;108;?
0.4,20;15;77;29;25;60;21;108
0.41,15;25;63;60;23;22;?;?
0.42,20;15;77;41;29;25;63;23
0.4,25;67;10;98;?;?;?;?
0.41,77;41;25;22;108;?;?;?
0.56,20;41;17;21;?;?;?;?
0.46,20;29;17;21;22;108;?;?
0.41,41;29;19;28;?;?;?;?
0.41,15;25;63;60;22;108;?;?
0.43,15;29;63;60;22;108;?;?
0.63,15;41;25;63;?;?;?;?
0.67,29;25;22;?;?;?;?;?
0.5,20;77;63;23;22;?;?;?
0.64,20;63;60;?;?;?;?;?
0.47,15;41;29;60;22;?;?;?
0.41,20;77;29;25;60;21;22;?
0.44,20;15;17;23;22;?;?;?
0.61,29;17;108;?;?;?;?;?
0.48,20;15;77;25;63;60;?;?
0.41,41;25;17;23;108;?;?;?
0.44,29;10;19;?;?;?;?;?
0.44,20;15;29;25;63;21;108;?
0.44,20;15;29;60;23;22;?;?
0.44,15;77;29;17;21;22;?;?
0.45,77;29;25;60;21;?;?;?
0.65,21;22;108;?;?;?;?;?
0.45,20;15;41;25;21;108;?;?
0.5,15;77;60;21;22;?;?;?
0.41,20;77;10;67;?;?;?;?
0.57,20;15;22;?;?;?;?;?
0.48,41;29;25;60;23;108;?;?
0.43,15;77;29;25;63;21;22;?
0.42,20;29;67;98;?;?;?;?
0.44,77;41;17;60;?;?;?;?
0.41,77;41;63;60;21;?;?;?
0.51,20;41;25;21;22;?;?;?
0.45,15;41;25;63;108;?;?;?
0.43,77;41;25;60;108;?;?;?
0.41,20;23;21;22;?;?;?;?
0.48,20;15;77;41;108;?;?;?
0.51,15;41;29;21;108;?;?;?
0.48,20;36;21;?;?;?;?;?
0.46,20;77;29;60;21;108;?;?
0.41,20;29;36;?;?;?;?;?
0.44,77;29;25;63;21;22;?;?
0.5,20;17;60;23;?;?;?;?
0.41,15;77;28;67;?;?;?;?
0.41,20;41;29;17;60;21;?;?
0.6,20;77;21;108;?;?;?;?
0.49,20;15;60;23;108;?;?;?
