freq,items
0.42,26;81;23;193;?;?;?
0.5,12;94;63;?;?;?;?
0.43,11;88;27;81;17;?;?
0.45,28;29;25;63;?;?;?
0.45,27;94;26;17;?;?;?
0.62,28;27;94;81;17;?;?
0.46,28;106;193;?;?;?;?
0.45,27;106;193;?;?;?;?
0.41,11;88;81;29;?;?;?
0.43,11;26;25;63;?;?;?
0.52,12;88;94;?;?;?;?
0.44,27;94;23;106;193;?;?
0.52,94;17;8;?;?;?;?
0.56,11;25;17;?;?;?;?
0.44,12;81;8;116;?;?;?
0.43,88;81;4;?;?;?;?
0.44,28;81;23;193;?;?;?
0.49,11;12;94;17;?;?;?
0.49,12;28;94;17;?;?;?
0.5,11;88;26;17;?;?;?
0.44,26;81;106;?;?;?;?
0.5,27;94;25;63;?;?;?
0.4,28;29;21;?;?;?;?
0.48,182;26;81;?;?;?;?
0.4,94;25;63;17;?;?;?
0.44,12;81;23;106;193;?;?
0.42,26;17;106;193;194;?;?
0.45,26;23;106;193;?;?;?
0.55,12;81;21;?;?;?;?
0.44,11;28;25;63;?;?;?
0.46,94;17;106;?;?;?;?
0.46,28;17;193;?;?;?;?
0.46,11;88;25;17;?;?;?
0.51,27;94;17;8;?;?;?
0.44,88;17;106;193;?;?;?
0.67,28;27;94;?;?;?;?
0.51,11;26;8;?;?;?;?
0.42,81;23;106;194;?;?;?
0.51,11;28;27;94;?;?;?
0.48,28;81;23;?;?;?;?
0.43,12;106;193;194;?;?;?
0.45,88;26;8;?;?;?;?
0.47,27;17;21;?;?;?;?
0.43,28;26;21;?;?;?;?
0.51,28;81;29;?;?;?;?
0.46,27;94;17;21;?;?;?
0.5,12;17;21;?;?;?;?
0.4,12;26;23;106;?;?;?
0.46,12;28;27;94;?;?;?
0.41,12;26;23;?;?;?;?
0.43,12;28;27;81;17;?;?
0.44,27;81;23;106;193;?;?
0.52,11;12;94;81;?;?;?
0.42,27;81;194;?;?;?;?
0.48,12;94;81;63;?;?;?
0.41,12;81;17;106;194;?;?
0.41,11;27;81;17;8;?;?
0.48,182;88;81;?;?;?;?
0.41,11;29;17;21;?;?;?
0.43,88;23;106;194;?;?;?
0.43,28;23;106;194;?;?;?
0.47,11;63;17;?;?;?;?
0.47,11;26;25;?;?;?;?
0.52,11;28;26;17;?;?;?
0.51,26;81;25;?;?;?;?
0.65,12;28;81;?;?;?;?
0.43,27;94;17;106;193;?;?
0.54,26;25;17;?;?;?;?
0.53,27;81;25;?;?;?;?
0.42,94;81;106;193;194;?;?
0.77,12;94;81;17;?;?;?
0.44,88;81;23;106;193;?;?
0.41,28;26;25;63;?;?;?
0.47,28;94;63;?;?;?;?
0.47,27;81;106;?;?;?;?
0.42,88;94;63;?;?;?;?
0.42,12;81;23;193;194;?;?
0.41,28;26;81;63;?;?;?
0.75,11;28;81;?;?;?;?
0.45,28;94;81;25;?;?;?
0.42,94;23;194;?;?;?;?
0.42,12;88;81;21;?;?;?
0.42,94;81;23;106;194;?;?
0.42,29;17;116;?;?;?;?
0.45,25;17;8;?;?;?;?
0.47,26;17;21;?;?;?;?
0.94,27;94;81;?;?;?;?
0.41,12;94;23;106;?;?;?
0.47,12;94;25;17;?;?;?
0.42,27;81;193;194;?;?;?
0.44,12;81;21;116;?;?;?
0.42,12;81;23;194;?;?;?
0.44,28;81;17;193;?;?;?
0.57,11;12;81;17;?;?;?
0.43,12;23;194;?;?;?;?
0.4,11;17;106;?;?;?;?
0.42,27;17;194;?;?;?;?
0.48,182;28;81;?;?;?;?
0.55,88;17;8;?;?;?;?
0.45,11;12;27;17;?;?;?
0.45,12;27;26;81;?;?;?
0.43,28;81;4;?;?;?;?
0.43,88;193;194;?;?;?;?
0.41,94;81;17;106;193;194;?
0.48,88;81;23;?;?;?;?
0.49,12;29;17;8;?;?;?
0.72,12;27;81;17;?;?;?
0.51,88;81;29;?;?;?;?
0.41,12;26;81;25;17;?;?
0.51,11;27;29;?;?;?;?
0.76,11;27;94;81;?;?;?
0.68,88;26;81;?;?;?;?
0.41,88;81;17;106;194;?;?
0.45,12;81;193;?;?;?;?
0.45,12;27;81;25;?;?;?
0.72,28;94;17;?;?;?;?
0.41,27;94;26;81;17;?;?
0.55,27;94;63;?;?;?;?
0.48,11;88;94;17;?;?;?
0.45,26;63;17;?;?;?;?
0.44,28;94;25;17;?;?;?
0.45,12;28;63;?;?;?;?
0.53,11;25;63;?;?;?;?
0.5,12;94;25;?;?;?;?
0.59,12;29;63;?;?;?;?
0.41,27;94;81;63;17;?;?
0.47,12;29;63;17;?;?;?
0.46,12;25;8;?;?;?;?
0.51,12;94;29;?;?;?;?
0.49,182;94;81;?;?;?;?
0.44,12;27;94;81;63;?;?
0.52,11;28;27;?;?;?;?
0.42,12;28;21;?;?;?;?
0.42,28;94;81;25;17;?;?
0.58,29;17;8;?;?;?;?
0.45,12;17;106;193;?;?;?
0.43,11;94;81;25;?;?;?
0.41,27;94;17;106;194;?;?
0.44,12;26;81;21;?;?;?
0.42,28;81;193;194;?;?;?
0.86,27;94;81;17;?;?;?
0.4,88;94;81;63;?;?;?
0.46,11;28;25;17;?;?;?
0.45,12;26;17;8;?;?;?
0.56,88;17;17;?;?;?;?
0.42,94;17;193;194;?;?;?
0.7,28;26;17;?;?;?;?
0.48,26;81;17;8;?;?;?
0.5,28;29;25;?;?;?;?
0.41,88;26;21;?;?;?;?
0.47,94;17;21;?;?;?;?
0.56,11;29;63;?;?;?;?
0.43,11;27;81;63;?;?;?
0.46,88;25;63;17;?;?;?
0.48,12;28;26;17;?;?;?
0.42,28;81;23;193;194;?;?
0.41,12;27;81;29;?;?;?
0.47,88;81;23;106;?;?;?
0.5,12;26;25;?;?;?;?
0.43,11;25;63;17;?;?;?
0.4,27;28;17;?;?;?;?
0.5,12;27;29;?;?;?;?
0.43,28;94;17;8;?;?;?
0.43,28;94;25;63;?;?;?
0.46,17;106;193;?;?;?;?
0.4,88;94;29;?;?;?;?
0.41,27;94;23;106;193;194;?
0.45,88;23;106;193;?;?;?
0.41,29;23;106;193;194;?;?
0.41,28;26;17;17;?;?;?
0.4,26;81;29;17;?;?;?
0.55,12;88;26;?;?;?;?
0.73,11;27;17;?;?;?;?
0.44,11;88;25;63;?;?;?
0.78,12;27;81;?;?;?;?
0.66,88;29;17;?;?;?;?
0.42,27;81;23;106;193;194;?
0.41,28;94;81;29;?;?;?
0.45,88;81;193;?;?;?;?
0.41,27;94;81;17;193;194;?
0.41,27;25;63;17;?;?;?
0.44,27;94;23;193;?;?;?
0.45,29;8;116;?;?;?;?
0.44,27;94;193;?;?;?;?
0.53,94;25;17;?;?;?;?
0.46,182;81;17;?;?;?;?
0.46,12;88;28;?;?;?;?
0.4,88;27;81;8;?;?;?
0.42,27;81;23;106;194;?;?
0.44,27;81;23;193;?;?;?
0.41,27;94;17;193;194;?;?
0.44,88;81;23;193;?;?;?
0.48,12;88;94;17;?;?;?
0.43,27;94;81;17;193;?;?
0.48,12;94;81;21;?;?;?
0.46,12;27;94;63;?;?;?
0.44,88;63;8;?;?;?;?
0.44,29;106;193;?;?;?;?
0.42,11;26;81;63;?;?;?
0.5,88;63;17;?;?;?;?
0.43,26;23;194;?;?;?;?
0.44,94;81;23;106;193;?;?
0.46,26;94;81;?;?;?;?
0.43,11;27;94;81;63;?;?
0.43,17;8;116;?;?;?;?
0.45,28;81;193;?;?;?;?
0.88,88;81;17;?;?;?;?
0.41,29;23;106;194;?;?;?
0.75,11;26;81;?;?;?;?
0.44,27;81;21;116;?;?;?
0.51,28;63;17;?;?;?;?
0.45,182;88;81;17;?;?;?
0.47,11;12;27;81;?;?;?
0.47,28;94;25;?;?;?;?
0.44,12;26;81;25;?;?;?
0.43,11;28;17;8;?;?;?
0.44,88;81;8;116;?;?;?
0.62,28;27;94;17;?;?;?
0.49,11;28;25;?;?;?;?
0.43,28;17;106;194;?;?;?
0.57,12;17;17;?;?;?;?
0.54,28;81;63;?;?;?;?
0.44,11;94;81;63;?;?;?
0.48,12;28;29;17;?;?;?
0.43,28;106;193;194;?;?;?
0.54,88;81;63;?;?;?;?
0.42,28;81;17;194;?;?;?
0.45,11;29;21;?;?;?;?
0.5,27;94;29;17;?;?;?
0.61,11;12;81;?;?;?;?
0.54,27;94;21;?;?;?;?
0.43,12;28;26;81;17;?;?
0.52,26;81;21;?;?;?;?
0.42,81;63;17;?;?;?;?
0.43,26;94;17;?;?;?;?
0.5,27;81;17;8;?;?;?
0.42,11;27;94;81;25;?;?
0.6,28;88;17;?;?;?;?
0.49,11;28;26;81;17;?;?
0.5,11;27;8;?;?;?;?
0.44,88;29;25;63;?;?;?
0.42,12;81;23;106;194;?;?
0.42,12;88;17;8;?;?;?
0.4,88;94;81;25;?;?;?
0.54,27;25;17;?;?;?;?
0.48,88;29;25;?;?;?;?
0.5,81;25;17;?;?;?;?
0.4,11;12;8;?;?;?;?
0.48,11;88;94;81;17;?;?
0.48,12;94;81;25;?;?;?
0.47,94;23;106;?;?;?;?
0.53,88;81;25;?;?;?;?
0.42,27;23;194;?;?;?;?
0.51,12;27;8;?;?;?;?
0.42,27;23;193;194;?;?;?
0.42,12;27;94;17;8;?;?
0.42,12;28;27;94;81;17;?
0.54,94;81;63;?;?;?;?
0.41,12;27;94;25;63;?;?
0.44,182;26;81;17;?;?;?
0.42,12;27;81;17;8;?;?
0.41,28;88;25;?;?;?;?
0.5,88;81;25;17;?;?;?
0.49,11;94;29;?;?;?;?
0.63,12;25;17;?;?;?;?
0.43,28;17;63;?;?;?;?
0.87,27;94;17;?;?;?;?
0.44,11;27;94;63;?;?;?
0.46,12;88;81;8;?;?;?
0.63,88;94;81;17;?;?;?
0.43,88;81;17;106;193;?;?
0.42,28;81;23;106;194;?;?
0.4,11;27;94;81;25;17;?
0.45,27;94;26;81;?;?;?
0.64,88;94;17;?;?;?;?
0.43,11;12;88;17;?;?;?
0.42,81;106;193;194;?;?;?
0.41,27;94;81;23;193;194;?
0.49,88;81;17;17;?;?;?
0.4,12;94;81;23;106;?;?
0.42,27;23;106;193;194;?;?
0.44,23;106;193;194;?;?;?
0.49,12;29;17;17;?;?;?
0.5,11;94;81;8;?;?;?
0.41,11;81;25;17;?;?;?
0.43,12;23;106;193;194;?;?
0.44,28;81;21;116;?;?;?
0.55,12;29;25;17;?;?;?
0.44,94;17;193;?;?;?;?
0.4,88;94;21;?;?;?;?
0.46,11;29;17;8;?;?;?
0.44,81;8;116;?;?;?;?
0.49,27;94;17;17;?;?;?
0.4,29;27;81;?;?;?;?
0.42,12;81;17;193;194;?;?
0.42,28;26;25;17;?;?;?
0.56,27;26;81;?;?;?;?
0.48,12;25;63;17;?;?;?
0.45,12;8;116;?;?;?;?
0.63,28;27;81;17;?;?;?
0.44,94;8;116;?;?;?;?
0.43,29;25;21;?;?;?;?
0.53,27;17;8;?;?;?;?
0.46,11;26;63;?;?;?;?
0.69,11;28;81;17;?;?;?
0.42,11;88;28;?;?;?;?
0.44,88;81;17;193;?;?;?
0.41,94;81;17;106;194;?;?
0.55,94;81;21;?;?;?;?
0.42,94;23;106;193;194;?;?
0.45,11;12;26;17;?;?;?
0.43,11;12;27;94;81;17;?
0.45,12;28;25;?;?;?;?
0.49,12;27;26;?;?;?;?
0.45,26;81;23;?;?;?;?
0.48,11;28;63;?;?;?;?
0.56,28;17;8;?;?;?;?
0.45,88;106;193;?;?;?;?
0.52,26;17;17;?;?;?;?
0.59,26;81;8;?;?;?;?
0.44,27;94;21;116;?;?;?
0.42,27;17;106;193;194;?;?
0.69,12;88;17;?;?;?;?
0.43,29;94;81;?;?;?;?
0.47,11;12;26;81;?;?;?
0.49,12;81;17;17;?;?;?
0.4,12;28;25;63;?;?;?
0.43,17;106;193;194;?;?;?
0.54,12;28;94;81;?;?;?
0.45,26;17;193;?;?;?;?
0.42,28;81;63;17;?;?;?
0.42,88;94;25;?;?;?;?
0.44,94;63;17;?;?;?;?
0.46,94;26;81;?;?;?;?
0.45,27;21;116;?;?;?;?
0.55,27;81;21;?;?;?;?
0.77,12;27;94;?;?;?;?
0.56,11;28;26;?;?;?;?
0.44,11;94;81;21;?;?;?
0.42,88;81;23;106;193;194;?
0.71,28;94;81;17;?;?;?
0.42,12;81;193;194;?;?;?
0.52,12;88;94;81;?;?;?
0.42,12;81;106;194;?;?;?
0.42,12;94;23;?;?;?;?
0.42,94;81;194;?;?;?;?
0.46,28;25;63;17;?;?;?
0.44,29;25;17;8;?;?;?
0.41,12;94;17;21;?;?;?
0.45,27;81;106;193;?;?;?
0.43,26;106;194;?;?;?;?
0.45,28;26;25;?;?;?;?
0.45,88;23;193;?;?;?;?
0.54,12;81;63;?;?;?;?
0.48,11;27;94;29;?;?;?
0.46,27;94;81;23;106;?;?
0.69,28;27;81;?;?;?;?
0.72,12;88;81;?;?;?;?
0.41,27;81;17;106;194;?;?
0.46,28;29;8;?;?;?;?
0.42,11;88;81;63;?;?;?
0.42,26;81;8;116;?;?;?
0.71,28;26;81;?;?;?;?
0.46,182;94;17;?;?;?;?
0.51,11;88;29;17;?;?;?
0.42,94;81;17;193;194;?;?
0.48,94;81;23;?;?;?;?
0.51,26;29;17;?;?;?;?
0.43,88;23;194;?;?;?;?
0.42,28;88;29;17;?;?;?
0.47,88;17;106;?;?;?;?
0.4,12;27;94;17;17;?;?
0.42,11;27;94;25;17;?;?
0.45,28;21;116;?;?;?;?
0.47,12;28;27;81;?;?;?
0.48,11;12;29;17;?;?;?
0.46,182;88;17;?;?;?;?
0.79,12;29;17;?;?;?;?
0.43,11;27;26;17;?;?;?
0.52,11;28;29;17;?;?;?
0.44,12;27;94;21;?;?;?
0.48,88;81;25;63;?;?;?
0.45,29;21;116;?;?;?;?
0.51,12;88;26;17;?;?;?
0.45,12;94;81;25;17;?;?
0.44,29;23;106;193;?;?;?
0.46,88;29;25;17;?;?;?
0.44,11;27;29;17;?;?;?
0.46,12;27;94;25;?;?;?
0.48,182;29;17;?;?;?;?
0.6,88;25;17;?;?;?;?
0.47,28;29;25;17;?;?;?
0.44,88;25;8;?;?;?;?
0.42,88;81;194;?;?;?;?
0.41,28;81;17;106;193;194;?
0.43,12;28;27;94;17;?;?
0.42,12;81;194;?;?;?;?
0.42,29;23;194;?;?;?;?
0.48,27;94;81;23;?;?;?
0.66,29;25;17;?;?;?;?
0.43,11;28;17;17;?;?;?
0.53,12;26;8;?;?;?;?
0.48,28;81;25;63;?;?;?
0.41,11;23;106;?;?;?;?
0.45,12;23;193;?;?;?;?
0.71,11;27;81;17;?;?;?
0.4,28;27;94;25;?;?;?
0.4,11;27;17;17;?;?;?
0.54,12;28;94;?;?;?;?
0.49,182;27;81;?;?;?;?
0.41,12;26;17;21;?;?;?
0.42,12;81;17;194;?;?;?
0.44,27;94;81;116;?;?;?
0.42,12;17;106;193;194;?;?
0.49,88;17;21;?;?;?;?
0.44,11;12;27;81;17;?;?
0.41,11;27;81;25;17;?;?
0.42,27;81;23;193;194;?;?
0.43,26;23;193;194;?;?;?
0.54,12;94;8;?;?;?;?
0.44,28;81;8;116;?;?;?
0.45,94;81;17;21;?;?;?
0.42,88;81;23;193;194;?;?
0.44,12;27;94;81;25;?;?
0.43,12;23;193;194;?;?;?
0.76,11;27;94;?;?;?;?
0.49,11;26;81;8;?;?;?
0.43,28;29;17;17;?;?;?
0.42,88;81;23;106;194;?;?
0.46,27;17;106;?;?;?;?
0.45,29;81;17;?;?;?;?
0.51,94;25;63;?;?;?;?
0.44,27;94;17;193;?;?;?
0.42,94;106;193;194;?;?;?
0.5,11;17;17;?;?;?;?
0.48,12;88;25;?;?;?;?
0.47,29;17;63;?;?;?;?
0.45,12;94;25;63;?;?;?
0.45,12;26;81;63;?;?;?
0.44,11;81;63;?;?;?;?
0.42,28;81;106;194;?;?;?
0.52,11;88;94;81;?;?;?
0.44,94;81;23;193;?;?;?
0.5,28;81;17;8;?;?;?
0.48,27;94;23;?;?;?;?
0.45,94;106;193;?;?;?;?
0.42,88;81;63;17;?;?;?
0.42,94;23;193;194;?;?;?
0.42,28;27;25;?;?;?;?
0.49,12;28;94;81;17;?;?
0.43,28;17;194;?;?;?;?
0.4,11;27;94;81;17;8;?
0.41,11;12;25;?;?;?;?
0.5,29;25;63;17;?;?;?
0.44,26;81;23;106;?;?;?
0.52,12;29;25;63;?;?;?
0.44,11;27;94;25;?;?;?
0.5,11;81;8;?;?;?;?
0.43,12;27;17;8;?;?;?
0.53,28;81;25;?;?;?;?
0.47,12;88;26;81;17;?;?
0.42,81;17;194;?;?;?;?
0.45,11;28;88;81;17;?;?
0.42,88;81;29;17;?;?;?
0.46,88;81;17;106;?;?;?
0.41,11;94;25;63;?;?;?
0.42,94;81;106;194;?;?;?
0.84,26;81;17;?;?;?;?
0.41,12;26;29;17;?;?;?
0.5,12;81;25;17;?;?;?
0.47,28;81;106;?;?;?;?
0.46,182;27;81;17;?;?;?
0.48,12;28;27;?;?;?;?
0.41,27;94;17;194;?;?;?
0.45,28;8;116;?;?;?;?
0.42,12;88;27;94;17;?;?
0.7,11;27;94;81;17;?;?
0.42,88;29;17;17;?;?;?
0.45,182;28;81;17;?;?;?
0.42,11;88;27;94;81;17;?
0.42,11;88;27;94;17;?;?
0.62,12;81;8;?;?;?;?
0.46,26;81;17;17;?;?;?
0.43,12;17;194;?;?;?;?
0.44,27;94;81;23;193;?;?
0.54,12;94;81;8;?;?;?
0.42,26;23;106;194;?;?;?
0.43,12;94;26;?;?;?;?
0.45,11;27;21;?;?;?;?
0.47,11;88;27;?;?;?;?
0.42,94;193;194;?;?;?;?
0.48,12;27;63;?;?;?;?
0.43,28;23;106;193;194;?;?
0.49,27;94;26;?;?;?;?
0.48,28;23;106;?;?;?;?
0.44,12;28;27;17;?;?;?
0.42,28;88;81;8;?;?;?
0.43,26;106;193;194;?;?;?
0.43,27;81;17;106;193;?;?
0.46,12;88;25;17;?;?;?
0.42,94;81;23;194;?;?;?
0.41,182;12;17;?;?;?;?
0.42,12;88;17;17;?;?;?
0.44,81;23;106;193;?;?;?
0.44,12;27;29;17;?;?;?
0.43,11;26;29;17;?;?;?
0.44,88;29;8;?;?;?;?
0.41,12;27;94;81;17;8;?
0.42,94;81;23;193;194;?;?
0.41,11;25;8;?;?;?;?
0.4,12;26;106;?;?;?;?
0.48,11;28;88;81;?;?;?
0.45,12;27;25;17;?;?;?
0.55,12;88;29;?;?;?;?
0.43,26;81;17;21;?;?;?
0.43,12;81;17;106;193;?;?
0.47,88;28;17;?;?;?;?
0.47,27;94;81;25;63;?;?
0.52,11;28;27;81;?;?;?
0.43,26;94;81;17;?;?;?
0.42,11;28;81;21;?;?;?
0.5,11;26;29;?;?;?;?
0.4,26;81;63;17;?;?;?
0.52,27;25;63;?;?;?;?
0.43,88;17;193;194;?;?;?
0.48,11;28;27;81;17;?;?
0.57,88;25;63;?;?;?;?
0.45,12;88;27;94;?;?;?
0.74,11;26;17;?;?;?;?
0.41,12;81;17;106;193;194;?
0.55,88;27;94;81;17;?;?
0.42,28;81;106;193;194;?;?
0.5,28;17;21;?;?;?;?
0.59,12;28;81;17;?;?;?
0.49,81;17;17;?;?;?;?
0.4,27;94;81;17;106;194;?
0.44,81;21;116;?;?;?;?
0.65,28;26;81;17;?;?;?
0.45,12;81;116;?;?;?;?
0.46,12;94;17;8;?;?;?
0.69,11;26;81;17;?;?;?
0.4,11;26;23;?;?;?;?
0.42,26;81;106;193;?;?;?
0.41,12;94;81;106;?;?;?
0.41,12;17;116;?;?;?;?
0.47,11;12;27;94;?;?;?
0.77,12;27;94;81;?;?;?
0.48,26;81;25;17;?;?;?
0.49,12;27;94;81;8;?;?
0.47,27;23;106;?;?;?;?
0.4,12;29;106;?;?;?;?
0.42,12;94;81;23;?;?;?
0.46,12;27;94;29;?;?;?
0.43,12;81;4;?;?;?;?
0.42,81;193;194;?;?;?;?
0.41,28;26;17;8;?;?;?
0.46,182;26;17;?;?;?;?
0.49,27;81;17;17;?;?;?
0.41,27;94;23;106;194;?;?
0.44,94;17;106;193;?;?;?
0.44,88;26;25;?;?;?;?
0.41,94;17;106;193;194;?;?
0.44,12;81;17;193;?;?;?
0.45,81;106;193;?;?;?;?
0.41,27;94;17;106;193;194;?
0.58,28;88;81;17;?;?;?
0.61,27;94;8;?;?;?;?
0.5,12;81;17;8;?;?;?
0.42,28;81;29;17;?;?;?
0.55,88;81;21;?;?;?;?
0.47,28;81;23;106;?;?;?
0.43,11;88;27;17;?;?;?
0.47,11;88;26;81;17;?;?
0.41,88;81;17;106;193;194;?
0.4,28;27;94;63;?;?;?
0.53,94;81;25;?;?;?;?
0.44,29;17;193;?;?;?;?
0.45,28;27;81;8;?;?;?
0.48,28;26;8;?;?;?;?
0.41,27;94;81;23;106;193;194
0.48,12;29;21;?;?;?;?
0.43,28;27;94;8;?;?;?
0.48,11;12;94;81;17;?;?
0.42,88;81;23;194;?;?;?
0.41,88;26;25;17;?;?;?
0.43,28;88;26;?;?;?;?
0.68,28;29;17;?;?;?;?
0.44,17;193;194;?;?;?;?
0.45,12;81;17;21;?;?;?
0.52,27;94;25;17;?;?;?
0.43,88;26;81;8;?;?;?
0.44,12;94;81;29;?;?;?
0.46,27;81;17;106;?;?;?
0.41,28;88;26;17;?;?;?
0.42,27;193;194;?;?;?;?
0.51,11;88;26;81;?;?;?
0.55,11;28;94;81;17;?;?
0.42,28;88;8;?;?;?;?
0.5,11;28;8;?;?;?;?
0.74,11;29;17;?;?;?;?
0.49,182;27;94;?;?;?;?
0.4,26;17;63;?;?;?;?
0.48,11;88;63;?;?;?;?
0.4,28;26;81;25;?;?;?
0.41,29;26;81;?;?;?;?
0.61,88;27;94;?;?;?;?
0.42,27;94;193;194;?;?;?
0.43,29;17;106;193;?;?;?
0.88,94;81;17;?;?;?;?
0.5,11;29;8;?;?;?;?
0.49,88;29;63;?;?;?;?
0.44,94;81;8;116;?;?;?
0.41,27;94;81;23;106;194;?
0.42,27;23;106;194;?;?;?
0.88,12;81;17;?;?;?;?
0.43,88;23;193;194;?;?;?
0.88,27;81;17;?;?;?;?
0.84,12;94;81;?;?;?;?
0.43,88;17;194;?;?;?;?
0.48,12;27;25;?;?;?;?
0.62,29;25;63;?;?;?;?
0.41,26;25;63;17;?;?;?
0.49,11;27;94;8;?;?;?
0.48,26;81;29;?;?;?;?
0.42,26;81;21;116;?;?;?
0.44,11;17;21;?;?;?;?
0.76,12;26;17;?;?;?;?
0.65,28;27;17;?;?;?;?
0.42,27;94;81;4;?;?;?
0.42,12;17;106;194;?;?;?
0.42,12;81;106;193;194;?;?
0.53,11;28;26;81;?;?;?
0.4,11;27;94;25;63;?;?
0.43,88;17;63;?;?;?;?
0.41,81;17;106;194;?;?;?
0.57,11;88;29;?;?;?;?
0.41,29;17;106;194;?;?;?
0.42,26;81;23;106;193;?;?
0.4,11;26;81;29;?;?;?
0.42,94;23;106;194;?;?;?
0.4,27;94;81;17;106;193;194
0.42,28;81;194;?;?;?;?
0.42,29;17;21;116;?;?;?
0.45,25;63;8;?;?;?;?
0.43,17;106;194;?;?;?;?
0.43,81;17;106;193;?;?;?
0.45,28;81;106;193;?;?;?
0.43,28;81;17;106;193;?;?
0.4,28;88;63;?;?;?;?
0.44,27;94;81;193;?;?;?
0.43,28;17;106;193;194;?;?
0.42,12;81;23;106;193;194;?
0.4,28;25;63;8;?;?;?
0.45,11;94;63;?;?;?;?
0.41,12;27;17;17;?;?;?
0.71,11;27;94;17;?;?;?
0.53,12;63;17;?;?;?;?
0.42,81;17;193;194;?;?;?
0.52,11;88;94;?;?;?;?
0.45,12;27;81;63;?;?;?
0.44,12;81;23;193;?;?;?
0.42,94;81;29;17;?;?;?
0.41,28;94;17;17;?;?;?
0.47,27;94;106;?;?;?;?
0.45,94;81;116;?;?;?;?
0.48,12;26;29;?;?;?;?
0.5,28;94;8;?;?;?;?
0.69,88;94;81;?;?;?;?
0.46,11;29;17;17;?;?;?
0.45,88;94;8;?;?;?;?
0.44,11;28;21;?;?;?;?
0.62,88;26;81;17;?;?;?
0.41,11;81;17;8;?;?;?
0.43,28;17;193;194;?;?;?
0.4,12;88;81;25;?;?;?
0.71,12;26;81;17;?;?;?
0.44,26;17;106;193;?;?;?
0.42,88;17;106;194;?;?;?
0.49,11;17;8;?;?;?;?
0.4,28;94;81;17;17;?;?
0.41,88;26;29;?;?;?;?
0.43,12;17;193;194;?;?;?
0.46,28;94;29;?;?;?;?
0.42,27;81;29;17;?;?;?
0.4,28;27;21;?;?;?;?
0.48,12;88;63;?;?;?;?
0.47,12;81;23;106;?;?;?
0.48,11;28;81;8;?;?;?
0.41,27;94;81;106;193;194;?
0.58,27;94;29;?;?;?;?
0.46,11;27;25;?;?;?;?
0.42,81;23;193;194;?;?;?
0.44,28;63;8;?;?;?;?
0.4,12;94;81;17;21;?;?
0.51,26;81;63;?;?;?;?
0.5,81;17;8;?;?;?;?
0.45,11;94;25;?;?;?;?
0.43,27;94;63;17;?;?;?
0.42,11;26;17;17;?;?;?
0.42,81;23;194;?;?;?;?
0.45,11;94;21;?;?;?;?
0.46,12;28;8;?;?;?;?
0.44,12;26;17;17;?;?;?
0.46,29;23;106;?;?;?;?
0.52,27;94;81;25;?;?;?
0.42,27;94;81;193;194;?;?
0.49,29;63;8;?;?;?;?
0.41,11;94;81;17;8;?;?
0.6,12;25;63;?;?;?;?
0.44,12;17;63;?;?;?;?
0.62,27;81;8;?;?;?;?
0.46,81;17;106;?;?;?;?
0.45,28;94;81;63;?;?;?
0.45,28;17;106;193;?;?;?
0.42,28;81;23;194;?;?;?
0.44,11;81;25;?;?;?;?
0.42,12;29;25;63;17;?;?
0.46,94;81;17;106;?;?;?
0.44,12;27;94;81;21;?;?
0.45,88;81;116;?;?;?;?
