total,winfreq,items
2,0.5,27;2;11;?
14,0.5,152;88;27;?
2,0.5,50;4;94;?
12,0.5,88;60;36;?
2,0.5,1;50;11;?
34,0.5,8;9;182;?
8,0.5,25;34;1;?
4,0.5,152;28;20;?
6,0.5,27;11;23;?
2,0.5,17;50;182;?
2,0.5,20;58;60;?
2,0.5,9;20;214;?
4,0.5,81;34;22;?
2,0.5,28;22;119;?
2,0.5,27;60;5;?
6,0.5,25;58;11;?
2,0.5,81;21;119;?
2,0.5,57;12;21;?
2,0.5,17;12;22;?
2,0.5,88;50;116;?
2,0.5,25;9;215;?
2,0.5,25;4;1;?
4,0.5,81;34;185;?
2,0.5,88;25;50;182
8,0.5,17;2;9;?
6,0.5,81;11;182;?
53,0.49,1;26;36;?
51,0.49,9;26;19;?
260,0.48,88;1;25;?
15,0.47,65;94;23;?
71,0.45,25;11;12;?
29,0.45,1;11;20;?
11,0.45,25;50;11;?
56,0.45,65;11;22;?
14,0.43,88;8;182;?
7,0.43,9;34;60;?
14,0.43,8;1;21;?
19,0.42,81;50;108;?
20,0.4,88;1;11;?
5,0.4,25;34;182;?
10,0.4,1;22;94;?
33,0.39,2;108;215;?
50,0.38,88;11;108;?
21,0.38,65;5;215;?
16,0.38,88;4;60;?
14,0.36,8;50;27;?
150,0.34,65;60;215;?
56,0.34,20;5;182;?
3,0.33,1;4;21;?
3,0.33,1;34;28;50
3,0.33,65;58;12;?
6,0.33,65;60;28;?
3,0.33,34;27;108;?
9,0.33,2;11;22;?
3,0.33,19;27;108;?
3,0.33,1;4;94;?
3,0.33,88;34;23;?
3,0.33,112;88;21;?
13,0.31,88;1;2;22
29,0.31,56;50;23;?
10,0.3,25;27;22;?
10,0.3,1;22;65;?
12,0.25,57;182;23;?
4,0.25,19;4;22;?
4,0.25,9;22;81;?
4,0.25,108;28;215;?
13,0.23,65;20;21;?
9,0.22,21;214;182;?
5,0.2,4;20;94;?
5,0.2,4;19;36;?
5,0.2,17;5;21;?
7,0.14,50;11;20;?
10,0.1,185;21;81;?
2,0.0,152;88;50;182
1,0.0,56;2;21;?
1,0.0,57;182;9;?
1,0.0,20;12;65;?
2,0.0,48;1;108;?
1,0.0,9;20;215;?
1,0.0,1;19;182;9
1,0.0,9;2;34;1
1,0.0,19;4;182;?
1,0.0,25;2;1;?
2,0.0,9;36;13;?
2,0.0,50;116;182;?
1,0.0,185;34;94;?
2,0.0,9;34;185;?
1,0.0,50;21;55;?
1,0.0,1;94;23;?
1,0.0,11;4;182;?
2,0.0,73;50;81;?
1,0.0,81;60;1;?
1,0.0,1;60;13;?
2,0.0,4;34;28;?
3,0.0,81;13;23;?
1,0.0,9;28;1;60
1,0.0,25;27;23;?
1,0.0,8;27;20;?
4,0.0,73;34;21;?
2,0.0,1;2;27;9
1,0.0,9;34;94;?
2,0.0,1;13;94;?
4,0.0,1;2;26;21
1,0.0,1;50;182;185
1,0.0,9;94;65;?
1,0.0,34;27;4;?
2,0.0,8;50;12;?
2,0.0,25;20;5;?
2,0.0,2;11;4;?
1,0.0,58;36;94;?
1,0.0,36;58;28;?
2,0.0,81;2;55;?
1,0.0,88;119;23;?
3,0.0,8;1;9;?
1,0.0,25;58;34;?
1,0.0,65;108;5;?
1,0.0,56;1;12;?
1,0.0,25;4;22;?
1,0.0,88;9;2;13
1,0.0,56;1;60;?
1,0.0,17;20;182;?
1,0.0,34;60;13;?
6,0.0,17;2;215;?
1,0.0,73;94;23;?
2,0.0,12;4;22;?
1,0.0,20;50;4;?
1,0.0,58;27;13;?
4,0.0,36;19;28;?
1,0.0,8;20;182;?
2,0.0,58;34;94;?
1,0.0,50;26;119;?
1,0.0,88;8;1;?
1,0.0,12;94;182;119
1,0.0,88;48;182;?
1,0.0,57;12;182;?
1,0.0,8;27;182;?
1,0.0,152;12;22;?
2,0.0,81;50;4;?
1,0.0,1;26;108;?
1,0.0,12;2;108;1
1,0.0,34;19;119;?
2,0.0,65;50;108;?
1,0.0,88;11;4;?
