freq,items
0.43,20;75;212;181;?
0.46,29;24;24;60;?
0.6,29;18;170;?;?
0.41,29;18;147;?;?
0.43,14;18;24;?;?
0.43,12;20;24;?;?
0.45,12;22;24;?;?
0.41,75;22;170;24;?
0.42,29;2;50;2;?
0.45,12;212;22;170;?
0.41,75;170;24;?;?
0.44,2;50;24;24;?
0.65,75;212;24;?;?
0.47,20;75;212;18;?
0.45,12;29;22;?;?
0.42,29;170;147;?;?
0.53,20;22;170;?;?
0.44,14;75;212;170;?
0.46,12;212;18;?;?
0.45,12;24;24;160;?
0.41,20;75;181;160;?
0.41,20;75;24;60;?
0.45,29;50;2;?;?
0.51,29;170;24;?;?
0.43,20;14;75;24;24
0.49,12;212;24;24;?
0.4,20;212;160;?;?
0.41,20;2;24;?;?
0.44,20;22;170;24;?
0.51,29;22;18;?;?
0.45,29;57;123;?;?
0.49,14;75;29;?;?
0.51,88;18;170;?;?
0.4,22;18;24;?;?
0.43,75;88;212;?;?
0.54,12;22;170;?;?
0.4,14;75;160;?;?
0.42,28;18;170;24;?
0.42,29;25;24;?;?
0.69,20;75;24;?;?
0.5,75;212;24;24;?
0.4,18;170;147;?;?
0.43,14;75;60;?;?
0.47,14;75;170;?;?
0.47,75;212;18;?;?
0.52,88;22;170;?;?
0.44,12;50;24;?;?
0.48,12;29;24;24;?
0.51,29;2;50;24;?
0.47,20;212;18;?;?
0.57,88;24;24;?;?
0.41,14;29;22;?;?
0.54,20;75;24;24;?
