freq,items
0.42,20;41;17;21;162;?;?;?
0.44,20;14;29;88;212;?;?;?
0.41,20;41;25;63;22;?;?;?
0.45,14;41;29;8;?;?;?;?
0.45,75;29;63;17;?;?;?;?
0.43,14;29;63;22;?;?;?;?
0.42,41;17;63;116;?;?;?;?
0.43,29;25;17;8;116;?;?;?
0.4,20;29;21;162;154;?;?;?
0.61,75;41;29;17;?;?;?;?
0.42,20;14;75;41;8;?;?;?
0.43,20;75;41;29;25;17;21;?
0.42,29;28;212;17;?;?;?;?
0.76,20;75;29;?;?;?;?;?
0.51,41;29;63;8;?;?;?;?
0.47,41;29;28;212;?;?;?;?
0.42,29;28;88;21;?;?;?;?
0.49,75;29;25;17;21;?;?;?
0.42,20;14;25;21;162;?;?;?
0.41,28;12;17;?;?;?;?;?
0.44,20;14;75;21;17;?;?;?
0.42,20;18;170;154;?;?;?;?
0.4,20;75;29;63;22;?;?;?
0.42,14;75;63;17;162;?;?;?
0.42,14;29;28;88;212;?;?;?
0.5,75;22;170;?;?;?;?;?
0.46,29;17;63;162;?;?;?;?
0.41,41;25;17;21;116;?;?;?
0.45,14;29;18;170;?;?;?;?
0.44,75;12;212;21;?;?;?;?
0.62,14;29;25;21;?;?;?;?
0.5,75;212;17;?;?;?;?;?
0.57,14;75;88;?;?;?;?;?
0.49,75;29;17;63;21;?;?;?
0.52,20;75;17;162;?;?;?;?
0.41,20;75;41;22;170;?;?;?
0.63,20;14;75;41;17;?;?;?
0.44,41;29;28;88;?;?;?;?
0.51,41;17;18;?;?;?;?;?
0.4,75;29;63;22;?;?;?;?
0.42,20;41;29;25;8;?;?;?
0.42,14;41;212;21;?;?;?;?
0.51,25;63;18;?;?;?;?;?
0.42,14;75;21;154;?;?;?;?
0.42,14;41;29;21;162;?;?;?
0.47,41;29;25;21;162;?;?;?
0.44,20;17;21;17;?;?;?;?
0.44,20;29;28;88;?;?;?;?
0.51,14;75;41;29;25;21;?;?
0.51,29;28;212;?;?;?;?;?
0.42,20;41;25;170;?;?;?;?
0.44,41;17;63;162;?;?;?;?
0.48,20;29;21;116;?;?;?;?
0.41,20;29;21;8;116;?;?;?
0.41,75;41;29;22;?;?;?;?
0.51,25;8;116;?;?;?;?;?
0.59,20;17;63;21;?;?;?;?
0.51,20;75;41;29;25;21;?;?
0.46,75;29;28;?;?;?;?;?
0.5,75;28;21;?;?;?;?;?
0.42,14;41;12;21;?;?;?;?
0.48,20;14;75;41;29;25;63;21
0.44,14;29;25;63;8;?;?;?
0.4,20;14;29;17;21;162;?;?
0.41,20;17;170;154;?;?;?;?
0.61,20;14;41;29;17;?;?;?
0.46,75;41;17;63;21;?;?;?
0.64,20;14;75;41;29;?;?;?
0.45,41;63;21;8;?;?;?;?
0.49,75;41;29;25;63;21;?;?
0.4,20;14;75;41;29;212;?;?
0.43,20;75;29;116;?;?;?;?
0.57,41;29;8;?;?;?;?;?
0.41,41;25;17;18;?;?;?;?
0.48,20;41;28;212;?;?;?;?
0.4,14;75;29;28;88;212;?;?
0.41,20;14;41;29;212;?;?;?
0.44,20;25;63;17;162;?;?;?
0.41,14;17;21;17;?;?;?;?
0.45,75;21;8;?;?;?;?;?
0.4,20;29;88;212;17;?;?;?
0.51,29;63;21;116;?;?;?;?
0.52,29;25;21;162;?;?;?;?
0.49,20;14;75;170;?;?;?;?
0.46,20;41;29;28;?;?;?;?
0.51,20;75;21;162;?;?;?;?
0.46,41;29;25;63;170;?;?;?
0.73,20;25;17;?;?;?;?;?
0.41,20;14;41;63;17;?;?;?
0.42,29;17;63;17;162;?;?;?
0.48,20;14;75;22;170;?;?;?
0.42,14;29;212;21;?;?;?;?
0.6,75;41;63;?;?;?;?;?
0.42,14;29;28;21;?;?;?;?
0.44,14;41;29;28;?;?;?;?
0.57,75;41;29;21;?;?;?;?
0.55,75;29;25;63;21;?;?;?
0.41,41;28;88;212;17;?;?;?
0.43,20;14;75;25;22;?;?;?
0.49,41;17;8;116;?;?;?;?
0.42,75;17;162;154;?;?;?;?
0.45,20;75;41;88;?;?;?;?
0.51,63;21;116;?;?;?;?;?
0.41,14;75;41;21;162;?;?;?
0.41,75;41;28;88;212;?;?;?
0.4,14;75;17;22;18;?;?;?
0.63,20;14;25;17;?;?;?;?
0.41,20;14;152;?;?;?;?;?
0.41,20;41;28;12;?;?;?;?
0.41,63;22;170;154;?;?;?;?
0.44,20;14;75;41;25;17;21;?
0.4,14;75;25;63;17;162;?;?
0.57,20;75;41;29;21;?;?;?
0.4,14;75;29;28;88;?;?;?
0.45,75;41;12;?;?;?;?;?
0.46,14;75;29;22;?;?;?;?
0.52,14;75;41;17;63;?;?;?
0.43,41;29;25;21;17;?;?;?
0.48,17;63;8;?;?;?;?;?
0.57,29;21;116;?;?;?;?;?
0.44,41;21;162;154;?;?;?;?
0.5,17;18;170;?;?;?;?;?
0.68,41;29;17;63;?;?;?;?
0.58,20;14;75;29;17;21;?;?
0.41,20;14;75;29;17;17;?;?
0.45,20;14;29;17;162;?;?;?
0.73,20;41;29;?;?;?;?;?
0.41,75;63;21;116;?;?;?;?
0.49,20;25;17;162;?;?;?;?
0.49,41;29;17;170;?;?;?;?
0.58,20;75;29;25;21;?;?;?
0.56,20;14;75;212;?;?;?;?
0.41,75;41;29;8;?;?;?;?
0.46,75;17;18;?;?;?;?;?
0.65,20;75;29;21;?;?;?;?
0.42,20;25;63;21;8;?;?;?
0.41,20;14;25;63;18;?;?;?
0.43,41;29;28;88;212;?;?;?
0.42,20;17;63;22;?;?;?;?
0.48,25;21;17;?;?;?;?;?
0.42,20;75;17;17;162;?;?;?
0.4,75;41;29;170;?;?;?;?
0.44,29;17;63;116;?;?;?;?
0.4,14;75;29;63;170;?;?;?
0.44,14;75;5;?;?;?;?;?
0.42,63;18;154;?;?;?;?;?
0.46,20;14;75;116;?;?;?;?
0.42,29;25;17;162;154;?;?;?
0.42,75;29;18;170;?;?;?;?
0.69,75;25;63;?;?;?;?;?
0.45,41;22;154;?;?;?;?;?
0.43,14;29;63;162;?;?;?;?
0.41,75;41;29;18;?;?;?;?
0.41,14;25;21;17;?;?;?;?
0.52,20;18;170;?;?;?;?;?
0.4,14;75;41;29;170;?;?;?
0.52,29;63;170;?;?;?;?;?
0.7,75;29;17;?;?;?;?;?
0.69,20;63;21;?;?;?;?;?
0.55,14;41;25;63;21;?;?;?
0.49,20;63;22;?;?;?;?;?
0.42,14;41;29;88;212;?;?;?
0.53,20;75;41;25;21;?;?;?
0.43,14;75;29;116;?;?;?;?
0.42,41;215;21;?;?;?;?;?
0.45,14;88;12;?;?;?;?;?
0.44,20;29;152;?;?;?;?;?
0.43,29;17;63;21;116;?;?;?
0.52,25;17;63;?;?;?;?;?
0.48,14;75;12;21;?;?;?;?
0.44,20;14;75;29;63;17;?;?
0.45,41;21;8;116;?;?;?;?
0.46,20;17;18;170;?;?;?;?
0.47,20;29;17;170;?;?;?;?
0.42,75;29;21;116;?;?;?;?
0.4,18;170;21;?;?;?;?;?
0.62,20;41;25;17;?;?;?;?
0.42,75;17;17;162;?;?;?;?
0.4,20;17;22;18;170;?;?;?
0.4,20;75;29;63;18;?;?;?
0.41,20;25;17;63;21;?;?;?
0.51,20;75;28;88;?;?;?;?
0.48,41;29;88;?;?;?;?;?
0.41,20;75;41;28;21;?;?;?
0.51,20;14;17;63;21;?;?;?
0.49,41;28;88;?;?;?;?;?
0.47,29;12;212;?;?;?;?;?
0.51,20;41;28;?;?;?;?;?
0.48,14;75;88;17;?;?;?;?
0.42,20;14;75;41;162;?;?;?
0.41,14;75;21;8;116;?;?;?
0.4,20;22;170;21;?;?;?;?
0.48,14;41;88;?;?;?;?;?
0.63,14;75;63;21;?;?;?;?
0.43,29;17;22;170;154;?;?;?
0.45,20;28;88;17;?;?;?;?
0.44,20;14;21;17;?;?;?;?
0.45,14;75;63;162;?;?;?;?
0.4,14;41;12;17;?;?;?;?
0.53,20;14;41;25;21;?;?;?
0.41,20;75;25;18;170;?;?;?
0.48,41;29;25;17;162;?;?;?
0.53,20;75;41;63;21;?;?;?
0.41,20;29;212;17;?;?;?;?
0.43,29;17;22;18;170;?;?;?
0.42,14;41;88;21;?;?;?;?
0.41,20;29;25;17;8;?;?;?
0.4,20;14;75;41;63;17;?;?
0.43,20;75;28;88;17;?;?;?
0.49,75;88;212;21;?;?;?;?
0.58,20;14;75;29;25;17;?;?
0.42,20;41;29;17;17;?;?;?
0.44,14;29;17;170;?;?;?;?
0.46,20;41;29;18;?;?;?;?
0.43,41;29;17;22;18;?;?;?
0.44,14;75;29;12;?;?;?;?
0.42,20;41;29;8;116;?;?;?
0.57,29;8;116;?;?;?;?;?
0.42,20;29;154;?;?;?;?;?
0.66,20;75;25;17;?;?;?;?
0.43,75;63;22;170;?;?;?;?
0.41,41;17;21;154;?;?;?;?
0.42,75;41;170;?;?;?;?;?
0.44,29;152;21;?;?;?;?;?
0.51,29;25;63;22;?;?;?;?
0.41,20;75;29;63;162;?;?;?
0.46,20;14;12;17;?;?;?;?
0.46,20;25;21;116;?;?;?;?
0.46,75;25;8;?;?;?;?;?
0.41,25;17;17;?;?;?;?;?
0.53,20;75;25;17;21;?;?;?
0.4,20;14;41;29;17;162;?;?
0.48,20;75;25;63;17;?;?;?
0.43,14;41;28;21;?;?;?;?
0.43,20;41;8;116;?;?;?;?
0.5,20;212;17;?;?;?;?;?
0.43,14;75;28;88;17;?;?;?
0.46,20;25;63;21;162;?;?;?
0.65,20;14;41;29;?;?;?;?
0.43,29;28;12;?;?;?;?;?
0.45,20;17;162;154;?;?;?;?
0.46,20;29;25;17;162;?;?;?
0.41,20;75;41;21;162;?;?;?
0.5,20;29;17;8;?;?;?;?
0.41,29;25;63;162;154;?;?;?
0.54,20;14;75;41;17;21;?;?
0.45,20;18;154;?;?;?;?;?
0.45,14;63;21;162;?;?;?;?
0.43,20;14;28;88;212;21;?;?
0.42,20;14;75;17;116;?;?;?
0.41,14;41;21;17;?;?;?;?
0.42,20;41;25;21;162;?;?;?
0.46,14;25;22;?;?;?;?;?
0.42,20;14;75;25;170;?;?;?
0.43,75;17;8;116;?;?;?;?
0.58,20;75;41;29;25;?;?;?
0.6,20;14;41;25;?;?;?;?
0.47,14;17;18;?;?;?;?;?
0.4,20;14;29;28;88;212;?;?
0.45,20;14;75;21;116;?;?;?
0.44,75;28;88;21;?;?;?;?
0.42,20;14;75;63;170;?;?;?
0.44,14;41;63;17;?;?;?;?
0.61,20;75;17;63;?;?;?;?
0.47,20;75;18;170;?;?;?;?
0.56,20;14;75;29;25;21;?;?
0.4,20;75;63;18;170;?;?;?
0.46,29;22;170;154;?;?;?;?
0.46,20;75;29;18;?;?;?;?
0.55,20;14;29;17;63;?;?;?
0.79,41;29;25;?;?;?;?;?
0.55,20;21;162;?;?;?;?;?
0.41,25;63;170;154;?;?;?;?
0.8,29;25;17;?;?;?;?;?
0.6,20;14;75;41;29;17;?;?
0.44,20;75;25;170;?;?;?;?
0.47,29;17;154;?;?;?;?;?
0.44,14;75;29;25;63;17;?;?
0.47,20;29;28;212;?;?;?;?
0.52,41;29;25;63;17;?;?;?
0.41,75;17;21;8;?;?;?;?
0.41,14;75;29;25;18;?;?;?
0.44,29;22;21;?;?;?;?;?
0.47,29;212;21;?;?;?;?;?
0.41,75;25;8;116;?;?;?;?
0.48,29;17;21;17;?;?;?;?
0.41,14;41;25;63;8;?;?;?
0.44,20;14;29;22;170;?;?;?
0.79,41;29;63;?;?;?;?;?
0.43,20;25;63;18;170;?;?;?
0.51,14;12;21;?;?;?;?;?
0.4,14;75;29;17;22;170;?;?
0.59,20;41;17;63;?;?;?;?
0.42,20;75;25;116;?;?;?;?
0.41,20;17;21;8;116;?;?;?
0.58,25;63;17;?;?;?;?;?
0.42,63;17;154;?;?;?;?;?
0.43,14;29;17;22;170;?;?;?
0.44,20;41;18;170;?;?;?;?
0.42,75;25;63;170;?;?;?;?
0.47,41;29;63;22;?;?;?;?
0.44,41;29;17;63;8;?;?;?
0.74,29;17;63;?;?;?;?;?
0.4,20;14;170;154;?;?;?;?
