freq,items
0.64,178;61;129;?;?;?;?;?
0.56,29;180;27;60;?;?;?;?
0.51,29;59;60;61;129;121;?;?
0.42,182;29;180;27;178;61;121;?
0.42,27;178;129;60;?;?;?;?
0.44,27;178;61;60;?;?;?;?
0.51,182;28;178;60;129;?;?;?
0.47,28;178;60;61;121;?;?;?
0.7,29;180;60;61;?;?;?;?
0.41,28;178;59;?;?;?;?;?
0.49,29;180;59;27;178;129;?;?
0.48,29;180;59;28;178;60;?;?
0.4,29;28;21;?;?;?;?;?
0.44,182;20;60;?;?;?;?;?
0.73,29;28;121;?;?;?;?;?
0.7,182;29;180;59;60;?;?;?
0.46,180;59;28;178;61;?;?;?
0.45,59;61;121;60;?;?;?;?
0.49,182;29;59;28;61;?;?;?
0.61,182;29;178;60;?;?;?;?
0.55,180;27;28;?;?;?;?;?
0.43,61;129;60;?;?;?;?;?
0.43,27;28;61;129;121;?;?;?
0.49,182;29;180;59;60;61;129;?
0.43,182;180;129;60;?;?;?;?
0.68,182;60;61;?;?;?;?;?
0.45,182;29;59;27;178;129;121;?
0.72,182;61;121;?;?;?;?;?
0.49,180;59;28;129;121;?;?;?
0.41,180;59;178;60;121;?;?;?
0.73,182;29;59;61;?;?;?;?
0.42,29;180;59;129;60;?;?;?
0.49,182;29;61;60;?;?;?;?
0.55,59;61;60;?;?;?;?;?
0.57,180;59;27;121;?;?;?;?
0.44,182;29;180;59;27;28;?;?
0.47,29;180;59;27;178;129;121;?
0.44,182;29;180;28;61;121;?;?
0.42,27;178;21;?;?;?;?;?
0.57,27;178;60;61;?;?;?;?
0.42,182;180;28;60;61;?;?;?
0.69,29;60;61;121;?;?;?;?
0.47,29;59;27;61;121;?;?;?
0.42,29;180;59;28;178;61;121;?
0.49,182;180;59;60;61;129;?;?
0.45,182;29;180;61;60;?;?;?
0.57,182;29;180;61;129;121;?;?
0.49,182;29;27;60;121;?;?;?
0.77,29;27;178;?;?;?;?;?
0.67,28;60;129;?;?;?;?;?
0.44,182;29;27;28;178;121;?;?
0.62,29;28;178;129;?;?;?;?
0.43,29;180;59;27;28;178;?;?
0.67,182;59;60;61;?;?;?;?
0.73,178;129;121;?;?;?;?;?
0.42,36;61;121;?;?;?;?;?
0.47,182;29;178;60;61;?;?;?
0.51,180;27;61;121;?;?;?;?
0.52,182;29;180;59;27;121;?;?
0.66,182;59;178;?;?;?;?;?
0.46,59;121;60;?;?;?;?;?
0.65,180;59;27;?;?;?;?;?
0.58,180;59;178;121;?;?;?;?
0.65,59;28;121;?;?;?;?;?
0.42,182;180;28;60;129;121;?;?
0.53,180;27;178;129;121;?;?;?
0.55,182;29;27;178;61;?;?;?
0.47,182;29;180;27;178;129;?;?
0.41,182;36;129;?;?;?;?;?
0.6,182;59;60;61;121;?;?;?
0.49,182;180;27;178;129;121;?;?
0.43,182;34;59;?;?;?;?;?
0.46,182;28;178;61;129;121;?;?
0.66,182;29;178;121;?;?;?;?
0.43,59;27;178;60;61;?;?;?
0.52,182;59;27;178;60;?;?;?
0.44,60;129;121;60;?;?;?;?
0.41,178;60;21;?;?;?;?;?
0.47,182;27;60;61;121;?;?;?
0.41,182;29;121;60;?;?;?;?
0.42,29;28;61;60;?;?;?;?
0.49,29;180;28;178;61;?;?;?
0.68,29;180;27;?;?;?;?;?
0.66,182;180;59;121;?;?;?;?
0.75,29;61;129;?;?;?;?;?
0.42,182;59;27;60;61;?;?;?
0.48,180;27;60;129;?;?;?;?
0.49,27;28;178;60;?;?;?;?
0.53,29;27;178;61;129;?;?;?
0.46,29;180;27;28;178;?;?;?
0.47,180;59;28;178;129;?;?;?
0.41,182;180;27;28;178;121;?;?
0.46,29;180;27;28;121;?;?;?
0.49,59;27;178;61;121;?;?;?
0.44,180;178;61;129;121;?;?;?
0.5,29;59;27;178;61;?;?;?
0.51,29;178;61;129;121;?;?;?
0.69,29;180;61;129;?;?;?;?
0.41,182;29;180;27;60;129;?;?
0.61,28;178;61;121;?;?;?;?
0.52,182;180;178;61;?;?;?;?
0.45,182;29;27;61;129;121;?;?
0.4,182;180;121;60;?;?;?;?
0.6,182;178;61;121;?;?;?;?
0.44,29;180;178;60;121;?;?;?
0.46,29;180;59;28;178;129;121;?
0.45,182;34;61;121;?;?;?;?
0.48,182;27;28;178;121;?;?;?
0.64,29;180;59;28;?;?;?;?
0.62,29;27;178;129;?;?;?;?
0.46,29;178;60;61;121;?;?;?
0.59,182;180;59;28;?;?;?;?
0.48,59;28;60;121;?;?;?;?
0.53,182;180;59;28;121;?;?;?
0.51,180;59;27;61;?;?;?;?
0.44,27;60;61;129;121;?;?;?
0.62,29;59;28;178;?;?;?;?
0.42,29;180;59;178;60;129;?;?
0.41,182;59;27;60;129;121;?;?
0.55,29;180;59;60;61;129;?;?
0.43,29;129;21;?;?;?;?;?
0.51,182;59;27;28;?;?;?;?
0.49,29;129;60;?;?;?;?;?
0.49,182;29;180;178;61;?;?;?
0.67,29;59;178;?;?;?;?;?
0.42,29;27;28;178;129;121;?;?
0.53,182;27;178;60;129;?;?;?
0.44,29;27;60;61;129;?;?;?
0.41,59;61;121;21;?;?;?;?
0.5,182;59;28;178;60;?;?;?
0.52,29;27;178;60;129;?;?;?
0.43,29;180;21;?;?;?;?;?
0.62,182;29;180;27;?;?;?;?
0.43,29;180;60;60;?;?;?;?
0.42,182;34;61;129;?;?;?;?
0.47,27;28;178;61;?;?;?;?
0.42,182;29;59;28;61;129;?;?
0.45,182;29;180;59;27;129;121;?
0.62,182;29;28;60;?;?;?;?
0.47,182;180;59;178;61;?;?;?
0.5,182;29;28;60;121;?;?;?
0.47,182;59;27;61;121;?;?;?
0.55,182;29;59;60;61;121;?;?
0.66,182;180;61;129;?;?;?;?
0.42,20;60;129;?;?;?;?;?
0.54,182;180;178;129;?;?;?;?
0.45,59;60;21;?;?;?;?;?
0.49,29;59;27;178;129;121;?;?
0.52,29;180;27;129;121;?;?;?
0.41,182;180;59;28;61;129;?;?
0.4,182;180;129;121;60;?;?;?
0.42,59;27;178;61;129;121;?;?
0.5,34;60;121;?;?;?;?;?
0.48,182;28;60;61;121;?;?;?
0.53,180;28;178;61;?;?;?;?
0.49,180;129;60;?;?;?;?;?
0.44,182;29;27;28;129;?;?;?
0.61,178;60;61;?;?;?;?;?
0.41,180;59;60;60;?;?;?;?
0.45,59;28;178;60;129;?;?;?
0.48,182;180;28;61;121;?;?;?
0.49,29;59;28;178;61;?;?;?
0.62,182;29;180;60;61;?;?;?
0.42,29;180;28;61;129;121;?;?
0.51,29;59;27;178;129;?;?;?
0.48,182;34;129;?;?;?;?;?
0.42,180;59;28;60;121;?;?;?
0.5,182;29;178;60;129;?;?;?
0.41,182;20;36;61;?;?;?;?
0.47,29;59;178;61;121;?;?;?
0.73,182;180;59;60;?;?;?;?
0.58,182;29;180;59;61;129;?;?
0.42,178;129;121;60;?;?;?;?
0.41,180;59;27;60;121;?;?;?
0.63,59;60;61;129;?;?;?;?
0.72,182;29;121;?;?;?;?;?
0.62,182;28;178;60;?;?;?;?
0.46,29;180;59;28;178;61;?;?
0.43,180;60;129;121;60;?;?;?
0.49,29;27;178;60;61;?;?;?
0.53,29;178;60;61;?;?;?;?
0.71,182;29;61;121;?;?;?;?
0.44,180;59;129;60;?;?;?;?
0.44,182;29;59;28;61;121;?;?
0.45,29;178;60;61;129;?;?;?
0.65,182;180;59;129;121;?;?;?
0.47,59;28;60;61;?;?;?;?
0.43,182;27;28;178;60;?;?;?
0.65,182;28;129;121;?;?;?;?
0.57,59;28;129;121;?;?;?;?
0.61,182;29;27;60;?;?;?;?
0.44,180;27;60;129;121;?;?;?
0.54,29;180;59;27;178;121;?;?
0.41,182;59;28;61;129;121;?;?
0.55,29;28;60;61;?;?;?;?
0.6,29;28;61;121;?;?;?;?
0.4,182;29;60;121;60;?;?;?
0.43,182;180;28;178;61;121;?;?
0.48,27;28;178;129;?;?;?;?
0.47,182;29;180;59;178;60;?;?
0.48,180;28;178;61;121;?;?;?
0.78,182;27;178;?;?;?;?;?
0.5,34;129;121;?;?;?;?;?
0.56,182;27;178;61;121;?;?;?
0.41,29;180;61;121;60;?;?;?
0.51,182;29;180;28;60;?;?;?
0.68,182;29;28;178;?;?;?;?
0.46,182;29;59;60;61;129;121;?
0.42,182;27;178;60;61;129;?;?
0.42,180;121;21;?;?;?;?;?
0.54,27;60;61;121;?;?;?;?
0.58,182;27;60;129;?;?;?;?
0.58,27;28;60;?;?;?;?;?
0.41,29;60;129;21;?;?;?;?
0.47,180;59;27;178;129;121;?;?
0.46,29;129;121;60;?;?;?;?
0.49,182;29;27;28;121;?;?;?
0.45,180;61;121;60;?;?;?;?
0.43,182;59;27;60;121;?;?;?
0.71,182;59;60;121;?;?;?;?
0.46,29;59;28;60;129;?;?;?
0.43,180;59;27;61;129;?;?;?
0.42,182;27;61;60;?;?;?;?
0.65,182;29;27;121;?;?;?;?
0.48,29;180;178;61;121;?;?;?
0.61,59;28;60;?;?;?;?;?
0.67,180;59;60;61;?;?;?;?
0.41,182;59;21;?;?;?;?;?
0.64,59;27;121;?;?;?;?;?
0.44,182;29;59;28;178;61;?;?
0.53,29;28;60;129;121;?;?;?
0.54,182;29;59;27;121;?;?;?
0.42,182;180;59;28;178;129;121;?
0.59,182;180;28;121;?;?;?;?
0.64,180;27;121;?;?;?;?;?
0.42,27;178;59;?;?;?;?;?
0.44,180;59;27;28;121;?;?;?
0.45,29;180;59;27;61;121;?;?
0.47,182;59;178;61;121;?;?;?
0.4,182;29;180;28;178;61;121;?
0.41,182;178;121;60;?;?;?;?
0.47,182;29;180;27;28;?;?;?
0.81,29;180;61;?;?;?;?;?
0.49,182;29;59;178;129;?;?;?
0.45,180;59;27;61;121;?;?;?
0.47,59;27;178;61;129;?;?;?
0.58,182;29;178;129;121;?;?;?
0.46,61;121;60;?;?;?;?;?
0.43,29;27;28;178;129;?;?;?
0.61,182;27;178;129;121;?;?;?
0.41,29;180;59;27;60;121;?;?
0.41,180;28;178;60;129;121;?;?
0.69,61;129;121;?;?;?;?;?
0.42,20;36;129;121;?;?;?;?
0.43,182;29;180;59;28;178;129;?
0.47,180;178;60;121;?;?;?;?
0.41,29;59;27;28;129;?;?;?
0.51,182;180;59;27;178;121;?;?
0.49,29;180;59;178;129;121;?;?
0.67,29;178;129;?;?;?;?;?
0.46,34;27;178;?;?;?;?;?
0.61,29;180;178;121;?;?;?;?
0.53,180;59;27;60;?;?;?;?
0.45,29;59;27;178;61;121;?;?
0.42,60;121;21;?;?;?;?;?
0.56,29;180;28;60;?;?;?;?
0.63,182;180;59;60;121;?;?;?
0.49,29;180;59;27;129;121;?;?
0.41,29;180;59;21;?;?;?;?
0.55,59;28;178;60;?;?;?;?
0.41,27;60;21;?;?;?;?;?
0.5,182;29;180;178;60;?;?;?
0.44,180;178;60;129;121;?;?;?
0.44,180;27;28;60;?;?;?;?
0.41,27;28;178;61;129;?;?;?
0.44,29;59;21;?;?;?;?;?
0.43,180;27;178;60;61;?;?;?
0.53,182;29;28;178;129;121;?;?
0.48,182;29;59;27;61;?;?;?
0.44,29;59;28;178;61;121;?;?
0.66,182;180;178;?;?;?;?;?
0.75,182;28;178;?;?;?;?;?
0.64,180;59;28;?;?;?;?;?
0.43,182;29;59;27;61;121;?;?
0.46,182;34;121;?;?;?;?;?
0.81,29;60;121;?;?;?;?;?
0.77,182;29;61;?;?;?;?;?
0.62,182;29;59;27;?;?;?;?
0.76,180;60;129;121;?;?;?;?
0.43,180;59;27;60;129;?;?;?
0.57,60;61;129;121;?;?;?;?
0.72,29;27;121;?;?;?;?;?
0.52,182;27;178;60;121;?;?;?
0.5,182;29;180;28;129;?;?;?
0.52,29;28;178;61;129;?;?;?
0.5,34;61;121;?;?;?;?;?
0.46,182;29;178;60;129;121;?;?
0.64,182;178;129;121;?;?;?;?
0.48,182;180;28;178;61;?;?;?
0.44,182;129;60;?;?;?;?;?
0.51,29;180;28;178;60;?;?;?
0.51,180;59;28;61;?;?;?;?
0.54,180;61;60;?;?;?;?;?
0.51,182;29;180;28;178;121;?;?
0.6,29;59;27;121;?;?;?;?
0.54,27;28;129;121;?;?;?;?
0.4,182;29;59;178;60;129;?;?
0.81,180;129;121;?;?;?;?;?
0.43,180;61;21;?;?;?;?;?
0.44,182;29;27;178;60;61;?;?
0.5,182;29;27;178;61;121;?;?
0.8,59;60;129;?;?;?;?;?
0.67,180;59;60;129;121;?;?;?
0.41,182;29;28;60;61;129;?;?
0.42,60;61;60;?;?;?;?;?
0.68,29;28;178;121;?;?;?;?
0.67,182;180;60;129;121;?;?;?
0.49,182;29;28;178;61;121;?;?
0.46,182;29;178;61;129;121;?;?
0.45,29;60;129;60;?;?;?;?
0.49,29;180;28;61;121;?;?;?
0.41,29;59;178;61;129;121;?;?
0.47,182;29;59;27;178;129;?;?
0.62,182;29;180;61;129;?;?;?
0.42,182;59;60;60;?;?;?;?
0.48,180;59;61;60;?;?;?;?
0.71,27;178;129;?;?;?;?;?
0.62,182;29;59;61;129;?;?;?
0.8,180;60;121;?;?;?;?;?
0.55,182;180;27;60;?;?;?;?
0.41,182;29;180;59;27;61;121;?
0.65,180;28;121;?;?;?;?;?
0.4,182;180;28;178;60;129;?;?
0.45,182;180;59;27;178;129;?;?
0.52,29;180;59;27;60;?;?;?
0.74,28;129;121;?;?;?;?;?
0.46,29;180;27;61;129;?;?;?
0.41,59;60;23;?;?;?;?;?
0.71,182;59;61;121;?;?;?;?
0.66,182;178;61;?;?;?;?;?
0.42,29;60;121;21;?;?;?;?
0.59,180;27;129;?;?;?;?;?
0.52,29;178;60;129;121;?;?;?
0.6,182;29;60;61;121;?;?;?
0.41,182;180;28;178;61;129;?;?
0.43,29;59;27;60;121;?;?;?
0.44,180;27;61;129;121;?;?;?
0.42,182;29;28;178;60;129;121;?
0.42,29;27;28;61;121;?;?;?
0.45,20;36;61;?;?;?;?;?
0.43,29;59;28;60;61;?;?;?
0.44,27;28;60;61;?;?;?;?
0.47,27;28;60;129;?;?;?;?
0.53,59;28;178;61;?;?;?;?
0.51,29;180;28;178;129;?;?;?
0.51,178;60;61;129;?;?;?;?
0.44,180;28;178;60;129;?;?;?
0.43,182;20;61;?;?;?;?;?
0.54,182;28;178;61;121;?;?;?
0.5,59;28;60;129;?;?;?;?
0.46,129;121;60;?;?;?;?;?
0.46,29;180;28;60;129;?;?;?
0.46,182;180;59;27;178;60;?;?
0.56,182;180;60;61;129;?;?;?
0.4,182;34;28;178;?;?;?;?
0.41,182;28;178;60;61;121;?;?
0.46,27;121;60;?;?;?;?;?
0.58,28;178;61;129;?;?;?;?
0.57,182;27;61;129;?;?;?;?
0.5,182;180;28;178;60;?;?;?
0.41,182;29;178;60;61;121;?;?
0.6,29;178;61;121;?;?;?;?
0.56,29;178;60;129;?;?;?;?
0.61,182;28;178;129;?;?;?;?
0.41,29;59;27;28;60;?;?;?
0.44,29;60;129;121;60;?;?;?
0.47,182;29;27;60;61;?;?;?
0.48,27;28;61;129;?;?;?;?
0.44,182;180;59;28;178;129;?;?
0.7,29;59;60;129;121;?;?;?
0.68,180;61;129;121;?;?;?;?
0.44,182;180;59;27;178;61;?;?
0.42,29;180;60;21;?;?;?;?
0.43,182;29;180;59;27;178;129;121
0.43,182;29;180;59;60;61;129;121
0.74,29;180;61;121;?;?;?;?
0.41,182;180;28;61;129;121;?;?
0.5,29;27;61;129;121;?;?;?
0.47,182;180;178;61;121;?;?;?
0.43,180;28;178;60;121;?;?;?
0.52,182;29;180;59;60;61;121;?
0.63,28;60;61;?;?;?;?;?
0.6,59;28;129;?;?;?;?;?
0.46,182;29;59;28;178;60;?;?
0.63,182;180;59;61;121;?;?;?
0.42,182;180;59;178;61;121;?;?
0.41,29;180;27;28;129;?;?;?
0.54,27;28;178;121;?;?;?;?
0.67,29;28;61;?;?;?;?;?
0.51,180;59;27;129;?;?;?;?
0.82,29;129;121;?;?;?;?;?
0.5,182;29;59;27;60;?;?;?
0.42,178;121;21;?;?;?;?;?
0.72,182;180;129;121;?;?;?;?
0.54,182;180;27;129;?;?;?;?
0.8,180;60;129;?;?;?;?;?
0.69,182;27;178;121;?;?;?;?
0.75,29;180;59;129;?;?;?;?
0.52,59;28;61;121;?;?;?;?
0.52,180;59;28;129;?;?;?;?
0.47,182;29;180;59;178;129;?;?
0.4,182;29;180;59;28;61;129;?
0.45,60;129;60;?;?;?;?;?
0.41,182;180;178;60;61;?;?;?
0.65,27;61;129;?;?;?;?;?
0.4,180;59;60;21;?;?;?;?
0.46,29;59;129;60;?;?;?;?
0.51,182;29;59;28;60;?;?;?
0.57,182;29;27;129;121;?;?;?
0.45,182;34;60;121;?;?;?;?
0.47,182;29;59;178;129;121;?;?
0.43,178;60;61;129;121;?;?;?
0.59,28;61;129;121;?;?;?;?
0.74,29;59;60;121;?;?;?;?
0.46,180;28;178;61;129;?;?;?
0.52,29;59;27;28;?;?;?;?
0.4,20;36;60;121;?;?;?;?
0.74,29;59;61;121;?;?;?;?
0.51,29;180;59;27;61;?;?;?
0.42,34;61;129;121;?;?;?;?
0.6,182;29;178;129;?;?;?;?
0.41,180;59;28;60;61;?;?;?
0.44,182;29;180;178;61;121;?;?
0.45,29;60;21;?;?;?;?;?
0.5,182;29;59;178;60;?;?;?
0.6,29;59;28;121;?;?;?;?
0.6,182;180;178;121;?;?;?;?
0.46,182;59;28;61;129;?;?;?
0.65,29;180;59;61;129;?;?;?
0.46,34;60;61;?;?;?;?;?
0.67,182;59;28;?;?;?;?;?
0.64,178;60;129;?;?;?;?;?
0.4,182;180;59;178;61;129;?;?
0.4,180;28;60;61;121;?;?;?
0.75,182;59;129;?;?;?;?;?
0.43,182;180;59;27;178;129;121;?
0.6,182;180;59;27;?;?;?;?
0.71,182;29;59;129;?;?;?;?
0.76,29;28;178;?;?;?;?;?
0.4,27;178;121;21;?;?;?;?
0.74,182;29;27;?;?;?;?;?
0.51,182;29;59;28;178;121;?;?
0.71,182;29;60;129;?;?;?;?
0.53,29;59;27;61;?;?;?;?
0.58,180;59;28;178;?;?;?;?
0.69,28;61;121;?;?;?;?;?
0.53,182;59;28;61;?;?;?;?
0.43,182;29;59;178;61;121;?;?
0.49,59;27;61;129;?;?;?;?
0.4,34;28;60;?;?;?;?;?
0.71,180;59;60;129;?;?;?;?
0.42,180;59;21;?;?;?;?;?
0.55,28;60;61;121;?;?;?;?
0.63,29;59;61;129;121;?;?;?
0.53,182;29;180;59;61;129;121;?
0.57,59;27;178;60;?;?;?;?
0.43,59;61;129;60;?;?;?;?
0.43,20;61;121;?;?;?;?;?
0.66,182;29;28;121;?;?;?;?
0.44,59;27;28;60;?;?;?;?
0.54,29;180;28;61;?;?;?;?
0.41,182;29;59;27;178;61;121;?
0.42,182;20;36;60;?;?;?;?
0.41,29;59;27;61;129;121;?;?
0.42,182;29;180;178;61;129;?;?
0.58,59;27;61;?;?;?;?;?
0.6,29;180;28;121;?;?;?;?
0.42,20;36;121;?;?;?;?;?
0.54,182;29;27;178;129;121;?;?
0.54,180;28;178;129;?;?;?;?
0.47,34;60;129;121;?;?;?;?
0.6,29;27;178;129;121;?;?;?
0.56,182;29;59;61;129;121;?;?
0.48,182;59;28;178;61;?;?;?
0.84,182;29;59;?;?;?;?;?
0.52,29;180;60;61;129;121;?;?
0.49,182;29;180;27;61;?;?;?
0.44,59;60;129;60;?;?;?;?
0.65,29;27;61;?;?;?;?;?
0.51,182;27;28;60;?;?;?;?
0.54,29;59;27;129;?;?;?;?
0.45,29;27;60;61;121;?;?;?
0.46,182;29;180;28;178;60;?;?
0.59,59;178;129;?;?;?;?;?
0.59,29;28;178;129;121;?;?;?
0.7,29;28;60;?;?;?;?;?
0.46,28;121;60;?;?;?;?;?
0.41,182;28;59;?;?;?;?;?
0.46,182;29;180;59;178;61;?;?
0.44,34;28;178;?;?;?;?;?
0.46,182;29;27;60;129;121;?;?
0.44,29;59;178;60;129;?;?;?
0.44,59;27;60;129;121;?;?;?
0.53,29;180;59;28;60;?;?;?
0.41,182;29;180;178;60;129;?;?
0.49,182;29;59;27;129;?;?;?
0.54,182;180;178;60;?;?;?;?
0.43,29;61;129;60;?;?;?;?
0.45,182;34;178;?;?;?;?;?
0.47,27;28;178;129;121;?;?;?
0.44,182;180;59;60;61;129;121;?
0.64,182;180;59;60;129;?;?;?
0.45,178;129;60;?;?;?;?;?
0.41,182;60;121;60;?;?;?;?
0.4,182;61;121;60;?;?;?;?
0.42,29;59;28;178;61;129;?;?
0.66,29;180;59;60;61;?;?;?
0.43,182;29;27;178;60;129;121;?
0.61,27;178;61;129;?;?;?;?
0.53,180;59;28;60;?;?;?;?
0.56,27;178;60;129;121;?;?;?
0.53,182;180;59;60;61;121;?;?
0.44,182;180;178;60;129;?;?;?
0.45,182;180;28;60;129;?;?;?
0.47,182;27;28;129;121;?;?;?
0.52,182;180;27;178;60;?;?;?
0.66,182;29;180;60;129;?;?;?
0.54,182;180;59;61;129;121;?;?
0.62,29;59;60;61;121;?;?;?
0.42,182;178;61;60;?;?;?;?
0.42,182;180;60;60;?;?;?;?
0.52,28;60;61;129;?;?;?;?
0.62,180;27;178;121;?;?;?;?
0.42,29;180;59;28;60;121;?;?
0.52,182;29;180;60;61;129;?;?
0.68,182;27;129;?;?;?;?;?
0.58,29;180;59;28;178;?;?;?
0.41,36;60;129;?;?;?;?;?
0.59,182;29;178;61;?;?;?;?
0.51,29;59;28;178;60;?;?;?
0.6,178;60;129;121;?;?;?;?
0.52,182;29;59;60;61;129;?;?
0.68,59;61;129;121;?;?;?;?
0.63,182;29;180;59;129;121;?;?
0.48,182;29;27;178;61;129;?;?
0.41,182;59;28;178;61;129;?;?
0.54,182;180;59;28;178;?;?;?
0.69,182;29;27;178;?;?;?;?
0.54,182;29;28;178;61;?;?;?
0.46,182;29;28;178;60;129;?;?
0.54,182;27;60;61;?;?;?;?
0.68,29;180;28;?;?;?;?;?
0.41,36;60;121;?;?;?;?;?
0.55,182;180;28;178;121;?;?;?
0.42,182;29;180;27;28;121;?;?
0.45,28;60;61;129;121;?;?;?
0.52,180;59;178;129;?;?;?;?
0.42,182;27;28;61;129;?;?;?
0.71,182;29;60;121;?;?;?;?
0.41,182;180;27;60;129;121;?;?
0.43,182;180;59;28;178;61;?;?
0.53,182;180;59;178;121;?;?;?
0.5,27;28;61;121;?;?;?;?
0.65,180;59;61;129;?;?;?;?
0.42,180;59;28;178;61;121;?;?
0.52,29;59;28;129;121;?;?;?
0.41,29;28;178;60;61;129;?;?
0.67,182;61;129;?;?;?;?;?
0.4,59;28;60;61;121;?;?;?
0.57,29;180;59;178;121;?;?;?
0.44,182;59;129;60;?;?;?;?
0.7,180;59;61;121;?;?;?;?
0.73,182;27;121;?;?;?;?;?
