freq,items
0.45,20;75;17;21;?
0.44,14;75;4;?;?
0.54,14;75;29;?;?
0.4,14;12;21;?;?
0.43,20;14;75;88;?
0.47,20;88;21;?;?
0.42,75;212;63;?;?
0.41,20;14;212;17;?
0.48,29;22;170;?;?
0.48,29;27;94;?;?
0.46,20;29;17;21;?
0.41,14;29;25;21;?
0.44,14;28;88;212;?
0.47,12;212;17;?;?
0.41,20;14;75;25;63
0.5,29;86;79;?;?
0.58,29;25;21;?;?
0.51,20;75;88;?;?
0.47,20;28;22;?;?
0.42,20;14;75;88;212
0.53,20;29;25;63;?
0.51,20;14;21;?;?
0.47,20;28;17;?;?
0.43,75;63;21;?;?
0.41,14;75;29;25;?
0.41,14;75;25;21;?
0.45,14;88;21;?;?
0.48,14;17;22;?;?
0.42,28;25;63;?;?
0.46,20;88;212;21;?
0.41,20;14;29;22;?
0.43,75;29;63;?;?
0.59,29;17;22;?;?
0.45,20;75;29;17;?
0.44,20;75;17;22;?
0.43,20;18;170;?;?
0.51,14;29;21;?;?
0.5,20;63;21;?;?
0.49,20;75;212;17;?
0.42,20;88;63;?;?
0.49,14;17;21;?;?
0.51,20;12;212;?;?
0.41,20;75;94;?;?
0.49,88;212;17;?;?
0.43,20;75;63;22;?
0.41,14;94;79;?;?
0.43,29;63;17;?;?
0.5,27;94;79;?;?
0.49,20;14;88;212;?
0.42,20;12;17;?;?
0.49,29;17;63;?;?
0.5,88;212;22;?;?
0.58,14;75;21;?;?
0.42,75;212;25;?;?
0.45,20;14;29;17;?
0.42,14;29;63;22;?
0.41,14;25;63;21;?
0.62,20;75;17;?;?
0.54,20;28;212;?;?
0.41,20;14;28;212;?
0.4,14;27;79;?;?
0.59,20;75;21;?;?
0.41,20;75;29;22;?
0.5,75;25;63;?;?
0.44,14;28;17;?;?
0.4,12;212;63;?;?
0.5,75;212;22;?;?
0.43,75;25;22;?;?
0.4,75;29;21;?;?
0.49,20;29;25;17;?
0.5,14;75;88;?;?
0.41,14;17;63;?;?
0.41,14;75;29;63;?
0.52,20;17;21;?;?
0.41,75;29;22;?;?
0.51,20;75;88;212;?
0.44,14;28;21;?;?
0.5,88;212;21;?;?
0.45,20;14;12;?;?
0.51,20;25;22;?;?
0.54,14;29;22;?;?
0.4,75;22;170;?;?
0.49,20;14;28;?;?
0.41,29;22;18;?;?
0.45,29;27;94;79;?
0.47,20;88;22;?;?
0.42,20;28;25;?;?
0.47,20;14;75;63;?
0.44,27;86;79;?;?
0.46,20;88;212;22;?
0.47,14;63;21;?;?
0.51,20;14;75;17;?
0.47,20;88;17;?;?
0.61,20;29;25;?;?
0.46,28;212;21;?;?
0.41,20;14;75;212;22
0.5,14;12;212;?;?
0.66,14;75;212;?;?
0.4,20;14;29;21;?
0.42,14;86;79;?;?
0.45,20;88;212;17;?
0.4,20;75;22;170;?
0.45,20;28;88;212;?
0.42,29;21;22;?;?
0.44,14;88;212;21;?
0.45,20;75;4;?;?
0.47,29;94;79;?;?
0.5,20;75;212;21;?
0.41,14;75;63;21;?
0.68,29;25;63;?;?
0.44,29;25;17;21;?
0.5,29;25;63;21;?
0.57,20;75;63;?;?
0.56,14;25;63;?;?
0.48,14;212;17;?;?
0.44,20;14;25;63;?
0.62,20;88;212;?;?
0.45,20;25;63;22;?
0.48,12;212;22;?;?
0.5,14;212;22;?;?
0.43,20;14;29;25;?
0.44,20;29;4;?;?
0.45,20;29;25;21;?
0.57,29;63;21;?;?
0.56,20;29;21;?;?
0.45,25;17;22;?;?
0.41,20;14;12;212;?
0.54,20;14;75;212;?
0.6,20;29;63;?;?
